CharacteristicName,ResultMeasure.MeasureUnitCode,DetectionQuantitationLimitMeasure.MeasureUnitCode,source_labmethodid,source_labmethodname,USGSPCode,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ActivityStartTime.Time,ActivityEndDate,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,source_samplesiteid,ActivityCommentText,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,ResultSampleFractionText,datavalue,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,source_labmethoddescription,ResultLaboratoryCommentText,source_qualifier,DetectionQuantitationLimitMeasure.MeasureValue,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Obs_Id,State,Id_num,wqp_monitoringlocationname,wqp_providername,lagoslakeid,source_parameter,source_value,source_unit,detectionlimit_legacy,detectionlimit_unit_legacy,Conversion,Conversion_dl,Notes,sampledate,source_sampledepth,variableid_lagos,limit_low,limit_high,variableshortname,source_sampleposition,lagos_sampledepth,lagos_sampleposition
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7208-071991,Sample,1991-07-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB33,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4847307,FL,4847307,Pearl (Howell Branch Basin),STORET,189149,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1991-07-24,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6393-071991,Sample,1991-07-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB47,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-2535415,FL,2535415,Deep,STORET,186094,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1991-07-24,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6615-091991,Sample,1991-09-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW28,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4642409,FL,4642409,Fairview N,STORET,187064,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1991-09-17,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5989-091991,Sample,1991-09-25,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB21,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4794186,FL,4794186,Killarney,STORET,187094,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1991-09-25,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5892-101991,Sample,1991-10-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB20E,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4525080,FL,4525080,Ivanhoe E,STORET,191423,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1991-10-15,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5941-101991,Sample,1991-10-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB20W,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-5023300,FL,5023300,Ivanhoe W,STORET,191423,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1991-10-15,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7025-101991,Sample,1991-10-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB26,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3642458,FL,3642458,Minnehaha,STORET,191448,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1991-10-15,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7114-101991,Sample,1991-10-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB30M,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4450608,FL,4450608,Osceola M,STORET,184883,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1991-10-15,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6231-101991,Sample,1991-10-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB39,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-5032127,FL,5032127,Virginia,STORET,189270,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1991-10-15,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7210-011992,Sample,1992-01-13,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB33,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4581588,FL,4581588,Pearl (Howell Branch Basin),STORET,189149,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-01-13,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6395-011992,Sample,1992-01-13,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB47,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4553782,FL,4553782,Deep,STORET,186094,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-01-13,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5893-011992,Sample,1992-01-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB20E,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4053540,FL,4053540,Ivanhoe E,STORET,191423,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-01-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5942-011992,Sample,1992-01-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB20W,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,700000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,700000,STORET,NA,NA,FL-4928179,FL,4928179,Ivanhoe W,STORET,191423,Mercury,0.7,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-01-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7026-011992,Sample,1992-01-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB26,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4971018,FL,4971018,Minnehaha,STORET,191448,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-01-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7115-011992,Sample,1992-01-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB30M,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4713310,FL,4713310,Osceola M,STORET,184883,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-01-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6232-011992,Sample,1992-01-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB39,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4118695,FL,4118695,Virginia,STORET,189270,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-01-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7255-011992,Sample,1992-01-22,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB34,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4259074,FL,4259074,Rowena,STORET,192522,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-01-22,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6575-011992,Sample,1992-01-22,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB36,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3979329,FL,3979329,Sue,STORET,187119,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-01-22,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6844-011992,Sample,1992-01-28,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW10S,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-5018571,FL,5018571,Lawne S,STORET,188104,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-01-28,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6845-031992,Sample,1992-03-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW10S,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4775466,FL,4775466,Lawne S,STORET,188104,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-03-24,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5991-061992,Sample,1992-06-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB21,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4684354,FL,4684354,Killarney,STORET,187094,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-06-17,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5895-071992,Sample,1992-07-14,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB20E,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4876107,FL,4876107,Ivanhoe E,STORET,191423,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-07-14,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5944-071992,Sample,1992-07-14,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB20W,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4394714,FL,4394714,Ivanhoe W,STORET,191423,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-07-14,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7028-071992,Sample,1992-07-14,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB26,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4883467,FL,4883467,Minnehaha,STORET,191448,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-07-14,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6234-071992,Sample,1992-07-14,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB39,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-5050981,FL,5050981,Virginia,STORET,189270,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-07-14,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7212-071992,Sample,1992-07-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB33,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4903035,FL,4903035,Pearl (Howell Branch Basin),STORET,189149,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-07-15,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6397-071992,Sample,1992-07-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB47,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4929516,FL,4929516,Deep,STORET,186094,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-07-15,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6850-071992,Sample,1992-07-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW10S,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4421347,FL,4421347,Lawne S,STORET,188104,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-07-15,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6577-071992,Sample,1992-07-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB36,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-2948761,FL,2948761,Sue,STORET,187119,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-07-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6619-091992,Sample,1992-09-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW28,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4999034,FL,4999034,Fairview N,STORET,187064,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-09-15,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6667-091992,Sample,1992-09-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW29,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4799914,FL,4799914,Fairview S,STORET,187064,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-09-15,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5992-091992,Sample,1992-09-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB21,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4684361,FL,4684361,Killarney,STORET,187094,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1992-09-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
