OrganizationFormalName,MonitoringLocationIdentifier,sampledate,lagos_sampledepth,"Nitrogen, NH4","Nitrogen, dissolved Kjeldahl","Nitrogen, total","Nitrogen, total Kjeldahl","Arsenic, dissolved","Arsenic, total","Phosphorus, soluble reactive orthophosphate","Phosphorus, total","Nitrogen, nitrite (NO2) + nitrate (NO3)","Carbon, dissolved organic","Carbon, total organic","Nitrogen, total dissolved","Selenium, dissolved","Selenium, total","Aluminum, dissolved","Aluminum, total","Mercury, total dissolved","Mercury, total"
USGS Arkansas Water Science Center,USGS-07362590,2006-12-06,0.9144000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39,4.5,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07048910,2006-12-12,1.85928,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1.6,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07049500,2006-12-12,1.85928,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,3.2,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07049690,2006-12-12,1.85928,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,2.4,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07049200,2006-12-13,1.85928,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,5.4,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LA-OW-S,2006-12-18,1,NA,590,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-CARL,2006-12-19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.92,-2.132,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-HAR,2006-12-19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.773,-0.0985,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LLHARRIS,2006-12-19,0.5,NA,NA,NA,NA,2.94,1.183,NA,NA,NA,NA,NA,NA,NA,NA,35.56,18.55,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-20020381,2006-12-20,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.677,-0.7891,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-BCE,2007-01-04,0.5,NA,NA,NA,NA,4.759,2.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-CLA,2007-01-04,0.5,NA,NA,NA,NA,6.163,3.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGS,2007-01-09,0.5,NA,NA,NA,NA,2.056,1.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-CLA,2007-01-17,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.672,-0.1124,NA,NA,NA,NA
California State Water Resources Control Board,CEDEN-205PAL201,2007-01-22,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,0.63
California State Water Resources Control Board,CEDEN-205PAL202,2007-01-22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.83
California State Water Resources Control Board,CEDEN-205PAL202,2007-01-22,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1
St.  Johns Water Management District (Florida),21FLSJWM-20020368,2007-01-23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.633,-0.1935,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-CARL,2007-01-23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9409,0.3282,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-DORE,2007-01-23,0.5,NA,NA,NA,NA,3.368,1.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGS,2007-02-06,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.064,-0.2087,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-NLA,2007-02-07,0.5,NA,NA,NA,NA,5.717,3.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-SLA,2007-02-07,0.5,NA,NA,NA,NA,5.116,2.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-HAR,2007-02-20,0.5,NA,NA,NA,NA,2.016,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-072632965,2007-02-20,0.9144000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42,2.7,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-072632990,2007-02-20,0.8229600000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,4.3,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGS,2007-02-21,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.026,-0.8074,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-385310,2007-02-28,2,NA,NA,NA,NA,NA,NA,33,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-385310,2007-02-28,8,NA,NA,NA,NA,NA,NA,28,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGS,2007-03-05,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.939,-0.3843,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LLHARRIS,2007-03-20,0.5,NA,NA,NA,NA,-1.323,-0.8546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-20020381,2007-03-21,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.511,-1.328,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGNA,2007-04-02,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.493,0.8102,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-CLA,2007-04-04,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.539,0.8058,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-SLA,2007-04-04,0.5,NA,NA,NA,NA,5.746,2.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware Department Of Natural Resources And Environmental Control,21DELAWQ_WQX-206451,2007-04-10,0,NA,NA,NA,NA,NA,NA,1070,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-20020368,2007-04-17,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.693,-0.333,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LLHARRIS,2007-04-17,0.5,NA,NA,NA,NA,1.242,0.3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGS,2007-04-18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6813,-0.2293,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-TRTL,2007-04-19,0.5,NA,NA,NA,NA,2.231,0.5984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-8-NIR012.99,2007-04-26,0.3,NA,NA,380,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-403147105083800,2007-04-30,40.5384,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-473629101154100,2007-05-01,1,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,660,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-473827101111900,2007-05-01,1,NA,NA,470,NA,NA,NA,NA,NA,NA,NA,NA,820,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BOKLKND1,2007-05-03,0.1,NA,NA,NA,NA,NA,NA,230,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGS,2007-05-08,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.951,0.0113,NA,NA,NA,NA
VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-1ALOH007.93,2007-05-14,0.3,NA,NA,460,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-8-NIR012.99,2007-05-14,0.3,NA,NA,440,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-20020368,2007-05-22,0.5,NA,NA,NA,NA,2.515,0.2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-DORE,2007-05-22,0.5,NA,NA,NA,NA,2.214,1.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-HAR,2007-05-22,0.5,NA,NA,NA,NA,1.794,0.2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-20020381,2007-05-23,0.5,NA,NA,NA,NA,2.435,0.7874,NA,NA,NA,NA,NA,NA,1.818,0.4532,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-TRTL,2007-05-23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.406,1.291,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20004,2007-05-24,0,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20004,2007-05-24,15.24,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20004,2007-05-24,32.004000000000005,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20005,2007-05-24,0,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20005,2007-05-24,13.716000000000001,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20005,2007-05-24,30.48,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20006,2007-05-24,0,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20006,2007-05-24,10.668000000000001,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20006,2007-05-24,18.288,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20007,2007-05-24,0,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20007,2007-05-24,10.668000000000001,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20007,2007-05-24,21.336000000000002,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3DAL20007,2007-05-30,12.192,NA,NA,NA,NA,NA,NA,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Utah Water Science Center,USGS-405356112205601,2007-05-31,0.201168,NA,NA,NA,NA,NA,NA,150,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-382045,2007-06-05,2,NA,NA,NA,NA,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-CLA,2007-06-07,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.535,-0.5,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-NLA,2007-06-07,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.463,-2.272,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGNA,2007-06-12,0.5,NA,NA,NA,NA,3.634,2.412,NA,NA,NA,NA,NA,NA,-1.521,-0.9844,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3LAU20002,2007-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,110,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3LAU20002,2007-06-19,15.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,90,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3LAU20002,2007-06-19,42.672000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,90,NA,NA
VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-8-NIR012.99,2007-06-20,0.3,NA,NA,490,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-CLA,2007-06-21,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3429,-0.1182,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-20020368,2007-06-26,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.298,-1.174,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-HAR,2007-06-26,0.5,NA,NA,NA,NA,5.985,1.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGS,2007-06-27,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.452,1.005,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-TRTL,2007-06-27,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.925,1.199,NA,NA,NA,NA
USGS Utah Water Science Center,USGS-405356112205601,2007-06-27,7.001256,NA,NA,NA,NA,NA,NA,900,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-5050A1,2007-06-28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,2.9,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1390A,2007-06-28,41,NA,NA,NA,NA,NA,NA,110,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Utah Water Science Center,USGS-410422112200001,2007-06-28,0.201168,NA,NA,NA,NA,NA,NA,180,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGNA,2007-07-02,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.242,-0.6821,NA,NA,NA,NA
VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-1ALOH007.93,2007-07-16,0.3,NA,NA,650,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-402231105291900,2007-07-18,10.668000000000001,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,850,NA,NA,NA,NA,NA,NA
VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-8-NIR012.99,2007-07-19,0.3,NA,NA,420,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-06742500,2007-07-19,0.3048,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-403147105083800,2007-07-19,0.3048,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA
"FL Dept. Environmental Protection, Southwest District",21FLTPA_WQX-281356108226534,2007-07-23,0.2,NA,NA,NA,NA,NA,NA,280,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-5050A1,2007-07-24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,2.9,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-20020368,2007-07-24,0.5,NA,NA,NA,NA,4.212,1.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-HAR,2007-07-24,0.5,NA,NA,NA,NA,2.796,0.2394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coeur D'Alene Tribe,CDATWATRES-C5,2007-07-24,15.5,NA,NA,NA,NA,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20007,2007-07-24,0,NA,NA,NA,NA,NA,NA,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-20020381,2007-07-25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.782,1.066,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGNA,2007-07-25,0.5,NA,NA,NA,NA,3.216,0.8485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGS,2007-07-25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.038,-1.82,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-TRTL,2007-07-26,0.5,NA,NA,NA,NA,0.9121,0.4534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-HNT000.92,2007-07-26,0.3,NA,NA,450,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-473411101060000,2007-07-26,1,NA,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,1080,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-473629101154100,2007-07-26,1,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,1380,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-473633101161400,2007-07-26,1,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,3760,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-473633101161400,2007-07-26,12,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,3910,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-473635101101300,2007-07-26,9,NA,NA,470,NA,NA,NA,NA,NA,NA,NA,NA,1380,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-NLA,2007-08-01,0.5,NA,NA,NA,NA,4.604,2.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-EZRLKND1,2007-08-01,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-EZRLKUP1,2007-08-01,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STBLKND1,2007-08-01,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKND1,2007-08-01,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BOKLKND1,2007-08-02,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-CONLKND1,2007-08-02,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-ETNLKND1,2007-08-02,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND1,2007-08-02,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-YANLKND1,2007-08-02,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BLULKND1,2007-08-03,0.5,NA,NA,NA,NA,5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-HOLLKND1,2007-08-03,0.5,NA,NA,NA,NA,10,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OCRLKND1,2007-08-03,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STGLKND1,2007-08-03,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WAGLKND1,2007-08-03,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-5050A1,2007-08-09,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,3.1,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGNA,2007-08-09,0.5,NA,NA,NA,NA,1.38,0.9008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-LGS,2007-08-09,0.5,NA,NA,NA,NA,3.289,1.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PIPLKND1,2007-08-13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1196DW,2007-08-14,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1196DW,2007-08-14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTRLK0940DW,2007-08-15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTRLK0940DW,2007-08-15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-8-NIR012.99,2007-08-16,0.3,NA,NA,460,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTRLK0911DW,2007-08-16,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,200
USGS Colorado Water Science Center,USGS-403803106422500,2007-08-16,2.49936,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA
"FL Dept. Environmental Protection, Southwest District",21FLTPA_WQX-280811508227273,2007-08-20,0.2,NA,NA,NA,NA,NA,NA,64,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-20020368,2007-08-21,0.5,NA,NA,NA,NA,2.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1390A,2007-08-21,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1412DW,2007-08-21,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1445DW,2007-08-21,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
St.  Johns Water Management District (Florida),21FLSJWM-TRTL,2007-08-22,0.5,NA,NA,NA,NA,2.4,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1772A,2007-08-22,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,20
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1805DW,2007-08-23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,20
USGS Colorado Water Science Center,USGS-09018500,2007-08-29,0.3048,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-09018500,2007-08-29,45.72,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,NA
