OrganizationFormalName,MonitoringLocationIdentifier,sampledate,lagos_sampledepth,"Nitrogen, NH4","Nitrogen, dissolved Kjeldahl","Nitrogen, total","Nitrogen, total Kjeldahl","Arsenic, dissolved","Arsenic, total","Phosphorus, soluble reactive orthophosphate","Phosphorus, total","Nitrogen, nitrite (NO2) + nitrate (NO3)","Carbon, dissolved organic","Carbon, total organic","Nitrogen, total dissolved","Selenium, dissolved","Selenium, total","Aluminum, dissolved","Aluminum, total","Mercury, total dissolved","Mercury, total"
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5949490,1997-06-11,0,NA,NA,NA,NA,NA,NA,91.85,28.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4940720,1997-06-12,0,NA,NA,NA,NA,NA,NA,96.63,16.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4950360,1997-06-12,0,NA,NA,NA,NA,NA,NA,94.56,35.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4950370,1997-06-12,0,NA,NA,NA,NA,NA,NA,288.60999999999996,89.19000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4938640,1997-06-20,0.1,NA,NA,NA,NA,NA,NA,117.85,47.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5939770,1997-07-08,0.1,NA,NA,NA,NA,NA,NA,209.8,49.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4900440,1997-08-06,0.1,NA,NA,NA,NA,NA,NA,91.46,51.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4900460,1997-08-06,0.1,NA,NA,NA,NA,NA,NA,89.7,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-394011105425700,1997-08-08,30.48,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-473633101161400,1997-09-02,10.5,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-473629101154100,1998-01-15,12.3,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-473629101154100,1998-02-05,16,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-301546097445101,1998-02-22,0.3048,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-400844105530800,1998-05-27,18.288,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5914040,1998-06-18,0.1,NA,NA,NA,NA,NA,NA,36,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Idaho Water Science Center,USGS-445615116033500,1998-06-23,1,NA,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Idaho Water Science Center,USGS-445850116035000,1998-06-24,90,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-400841106240600,1998-07-21,0.030480000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
USGS Idaho Water Science Center,USGS-445550116055000,1998-07-22,70,NA,NA,NA,NA,NA,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ9207,1998-07-28,0,NA,NA,NA,NA,NA,NA,32,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4983200,1998-07-31,0.1,NA,NA,NA,NA,NA,NA,180,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO02,1998-08-24,0,NA,NA,NA,NA,NA,NA,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO03,1998-08-24,0,NA,NA,NA,NA,NA,NA,26,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO04,1998-08-25,0,NA,NA,NA,NA,NA,NA,309,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO05,1998-08-25,0,NA,NA,NA,NA,NA,NA,38,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO06,1998-08-25,0,NA,NA,NA,NA,NA,NA,26,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO07,1998-08-25,0,NA,NA,NA,NA,NA,NA,39,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO08,1998-08-25,0,NA,NA,NA,NA,NA,NA,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO09,1998-08-25,0,NA,NA,NA,NA,NA,NA,78,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO10,1998-08-25,0,NA,NA,NA,NA,NA,NA,29,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO11,1998-08-26,0,NA,NA,NA,NA,NA,NA,92,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO12,1998-08-26,0,NA,NA,NA,NA,NA,NA,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO13,1998-08-26,0,NA,NA,NA,NA,NA,NA,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO14,1998-08-26,0,NA,NA,NA,NA,NA,NA,27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO15,1998-08-26,0,NA,NA,NA,NA,NA,NA,26,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO18,1998-08-26,0,NA,NA,NA,NA,NA,NA,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO19,1998-08-26,0,NA,NA,NA,NA,NA,NA,66,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO20,1998-08-27,0,NA,NA,NA,NA,NA,NA,84,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO21,1998-08-27,0,NA,NA,NA,NA,NA,NA,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO22,1998-08-27,0,NA,NA,NA,NA,NA,NA,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO23,1998-08-27,0,NA,NA,NA,NA,NA,NA,29,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO24,1998-08-27,0,NA,NA,NA,NA,NA,NA,83,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-BDENEMYSLO25,1998-08-27,0,NA,NA,NA,NA,NA,NA,105,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Massachusetts Water Science Center,USGS-422358071162601,1998-09-01,6.001512000000001,1940,2300,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-301546097445101,1998-09-11,0.3048,NA,NA,NA,NA,NA,NA,50,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4982450,1998-10-29,0.1,NA,NA,NA,NA,NA,NA,196,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4983000,1998-11-13,0.1,NA,NA,NA,NA,NA,NA,399,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4983100,1998-11-13,0,NA,NA,NA,NA,NA,NA,203,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4983150,1998-11-13,0.1,NA,NA,NA,NA,NA,NA,542,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada Division of Environmental Protection,21NEV1_WQX-NV06-101-L-001,1999-02-16,0,NA,NA,NA,NA,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-05056670,1999-02-25,3.5,NA,NA,NA,NA,NA,NA,250,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL Dept. of Environmental Protection,21FLGW_WQX-3518,1999-03-17,0.5,NA,NA,NA,NA,NA,NA,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-400841106240600,1999-06-01,0.030480000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ2705,1999-06-07,0,NA,NA,NA,NA,NA,NA,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-474844098363800,1999-07-20,0.7,NA,NA,NA,NA,NA,NA,110,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-401110106244800,1999-07-22,3.048,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Utah Water Science Center,USGS-410130112403601,1999-10-05,1,NA,NA,NA,NA,NA,NA,130,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925160,1999-10-13,0,NA,NA,NA,NA,NA,NA,81,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925170,1999-10-13,0,NA,NA,NA,NA,NA,NA,126,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936320,1999-10-13,0,NA,NA,NA,NA,NA,NA,67,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936420,1999-10-13,0,NA,NA,NA,NA,NA,NA,89,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936450,1999-10-13,0,NA,NA,NA,NA,NA,NA,94,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-382050,1999-10-18,1,NA,NA,NA,NA,NA,NA,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4907160,1999-10-19,0,NA,NA,NA,NA,NA,NA,67,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MTWTRSHD_WQX - Montana Watershed Data,MTWTRSHD_WQX-FLBSFLATL01,1999-10-21,90,NA,NA,NA,NA,NA,NA,5.81,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4983200,1999-11-10,0,NA,NA,NA,NA,NA,NA,174,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Utah Water Science Center,USGS-405356112205601,1999-11-19,9,9870,NA,NA,6100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-382831107172600,1999-11-30,0.6096,NA,260,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-325930097053801,2000-02-10,11.5824,NA,NA,NA,NA,NA,NA,51,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3DAL20004,2000-05-11,12.192,NA,NA,NA,NA,NA,NA,100,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3DAL20006,2000-05-11,0,NA,NA,NA,NA,NA,NA,100,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3DAL20007,2000-05-11,0,NA,NA,NA,NA,NA,NA,100,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3DAL20008,2000-05-11,0,NA,NA,NA,NA,NA,NA,100,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5930990,2000-06-13,0,NA,NA,NA,NA,NA,NA,215,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-385032,2000-06-20,2,NA,NA,NA,NA,NA,NA,55,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-385034,2000-06-22,1,NA,NA,NA,NA,NA,NA,48,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ4843,2000-06-26,0,NA,NA,NA,NA,NA,NA,83,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ4806,2000-06-27,0,NA,NA,NA,NA,NA,NA,44,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ4814,2000-06-27,0,NA,NA,NA,NA,NA,NA,37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ4830,2000-06-27,0,NA,NA,NA,NA,NA,NA,67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-CRESLOYLD01,2000-06-28,0,NA,NA,NA,NA,NA,NA,87,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-CRESLOYLD02,2000-06-28,0,NA,NA,NA,NA,NA,NA,100,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada Division of Environmental Protection,21NEV1_WQX-NV09-302-R-001,2000-07-05,0,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3JPP20004,2000-07-05,4.572,NA,NA,NA,NA,NA,NA,149,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3JPP20011,2000-07-05,0,NA,NA,NA,NA,NA,NA,77,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-372300107335700,2000-07-11,7.62,NA,310,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5935950,2000-07-11,0,NA,NA,NA,NA,NA,NA,136,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada Division of Environmental Protection,21NEV1_WQX-NV06-102-R-010,2000-08-01,0,NA,NA,NA,NA,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ4814,2000-08-01,0,NA,NA,NA,NA,NA,NA,62,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-05056250,2000-08-01,2.2,NA,NA,NA,NA,NA,NA,550,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-385032,2000-08-15,2,NA,NA,NA,NA,NA,NA,50,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-385033,2000-08-17,1,NA,NA,NA,NA,NA,NA,47,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-385034,2000-08-17,1,NA,NA,NA,NA,NA,NA,51,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orange County Environmental Protection (Florida),21FLORAN-CC21,2000-08-21,0.5,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-SAVCRL2O,2000-09-06,0.5,3380,799,NA,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3DAL20007,2000-10-03,0,NA,NA,NA,NA,NA,NA,68,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3CEN20008,2000-10-05,16.764,NA,NA,NA,NA,NA,NA,93,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3CEN20010,2000-10-05,15.24,NA,NA,NA,NA,NA,NA,116,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL Dept. of Environmental Protection,21FLGW_WQX-7968,2000-11-06,0.5,NA,NA,NA,NA,NA,NA,73,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4982000,2000-11-30,0,NA,NA,NA,NA,NA,NA,221,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4982080,2000-11-30,0,NA,NA,NA,NA,NA,NA,212,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4982130,2000-11-30,0,NA,NA,NA,NA,NA,NA,239,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4982450,2000-11-30,0,NA,NA,NA,NA,NA,NA,243,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4983000,2000-12-05,0,NA,NA,NA,NA,NA,NA,216,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4983100,2000-12-05,0,NA,NA,NA,NA,NA,NA,214,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4983380,2000-12-05,0,NA,NA,NA,NA,NA,NA,207,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-05056250,2001-02-12,2.4,NA,NA,NA,NA,NA,NA,590,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-295516095080801,2001-04-25,12.8016,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,4.1,NA,NA,NA,NA,NA,NA,NA
North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-CPF055C,2001-04-30,0.15,NA,NA,NA,NA,NA,NA,500,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada Division of Environmental Protection,21NEV1_WQX-NV06-102-R-002,2001-05-08,1,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07049500,2001-06-13,31.18104,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.6,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3LAU20002,2001-06-19,54.864000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.8,24.2,NA,NA
North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-CPF0880Aa,2001-07-10,0.15,NA,NA,NA,NA,NA,NA,50,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3COR20005,2001-07-11,0,NA,NA,NA,NA,NA,NA,19.8,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3COR20005,2001-07-11,12.192,NA,NA,NA,NA,NA,NA,26.6,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3COR20006,2001-07-11,4.572,NA,NA,NA,NA,NA,NA,20.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3COR20008,2001-07-11,0,NA,NA,NA,NA,NA,NA,24,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3COR20008,2001-07-11,9.144,NA,NA,NA,NA,NA,NA,31.9,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3COR20015,2001-07-11,0,NA,NA,NA,NA,NA,NA,30.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3COR20015,2001-07-11,6.096,NA,NA,NA,NA,NA,NA,24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3COR20016,2001-07-11,0,NA,NA,NA,NA,NA,NA,45.8,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3COR20016,2001-07-11,6.096,NA,NA,NA,NA,NA,NA,22.3,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3OLD20004,2001-07-12,0,NA,NA,NA,NA,NA,NA,49.3,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3OLD20004,2001-07-12,13.716000000000001,NA,NA,NA,NA,NA,NA,55.3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3OLD20007,2001-07-12,7.62,NA,NA,NA,NA,NA,NA,35.1,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3OLD20013,2001-07-12,0,NA,NA,NA,NA,NA,NA,96.1,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3OLD20016,2001-07-12,3.048,NA,NA,NA,NA,NA,NA,27.2,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-CPF055E,2001-07-24,0.15,NA,NA,NA,NA,NA,NA,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3CEN20015,2001-08-08,22.86,NA,NA,NA,NA,NA,NA,12.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3CEN20007,2001-08-09,0,NA,NA,NA,NA,NA,NA,11.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3CEN20007,2001-08-09,7.62,NA,NA,NA,NA,NA,NA,16.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS South Dakota Water Science Center,USGS-06452403,2001-08-20,1.31,NA,NA,NA,NA,NA,NA,570,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware Department Of Natural Resources And Environmental Control,21DELAWQ_WQX-109031,2001-09-05,0,NA,NA,NA,NA,NA,NA,49,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware Department Of Natural Resources And Environmental Control,21DELAWQ_WQX-308031,2001-09-26,0,NA,NA,NA,NA,NA,NA,53,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20007,2001-09-27,27.432000000000002,NA,NA,NA,NA,NA,NA,10,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07049200,2001-10-02,7.315200000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2.5,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3DAL20007,2001-10-04,0,NA,NA,NA,NA,NA,NA,14.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3CEN20015,2001-10-15,7.62,NA,NA,NA,NA,NA,NA,17.1,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3CEN20011,2001-10-16,0,NA,NA,NA,NA,NA,NA,36.3,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3LAU20002,2001-10-29,0,NA,NA,NA,NA,NA,NA,10,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Carolina Water Science Center,USGS-0209684980,2001-11-01,1,1650,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL Dept. of Environmental Protection,21FLGW_WQX-3511,2001-11-07,0.5,NA,NA,NA,NA,NA,NA,25,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07048910,2001-12-12,3.6576000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07049500,2001-12-12,9.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2.6,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4982000,2001-12-19,0,NA,NA,NA,NA,NA,NA,1140,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL Dept. of Environmental Protection,21FLGW_WQX-3523,2002-01-09,0.5,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL Dept. of Environmental Protection,21FLGW_WQX-13211,2002-03-13,0.5,NA,NA,NA,NA,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07048910,2002-04-16,1.8288000000000002,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Army Corps of Engineers, Nashville District",USACOEND-3CEN20008,2002-05-07,22.86,NA,NA,NA,NA,NA,NA,84.6,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
