,NAMES,SITE_ID,LAT_DD,LON_DD
881,Coursey Pond$Coursey Pond$,NLA06608-1741,38.9886,-75.51773
882,Big Lake$Big Lake$,NLA06608-1742,46.614248,-88.579954
883,Turquoise Lake$Turquoise Lake$,NLA06608-1748,39.25749,-106.36658
884,Navajo Lake$Navajo Lake$,NLA06608-1753,37.523311,-112.771606
885,Robinson Lake$Robinson Lake$,NLA06608-1755,41.228889,-85.651944
886,"Bailey, Lake$Lake Bailey$",NLA06608-1758,47.458859,-88.088454
887,Saddle Lake$Saddle Lake$,NLA06608-1771,42.37918,-86.04793
888,$Kincaid Lake$,NLA06608-1775,38.7234,-84.274005
889,Nicasio Reservoir$Nicasio Reservoir$,NLA06608-1781,38.07672,-122.73689
890,Brighton Lake$Lake Brighton$,NLA06608-1782,42.51753,-83.79565
891,Portage Reservoir$Portage Reservoir$,NLA06608-1789,40.35374,-78.62327
892,$Lake Catherine$,NLA06608-1791,36.006929,-84.897041
893,Killarney Lake$Killarney Lake$,NLA06608-1793,47.5209,-116.56657
894,Caddo Lake$Caddo Lake$,NLA06608-1800,32.70254,-94.0205
895,Stony Creek Lake$Stony Creek Lake$,NLA06608-1802,42.71884,-83.08801
896,Lake Hefner$Lake Hefner$,NLA06608-1804,35.56888,-97.59503
897,Ferguson Lake$Ferguson Lake$,NLA06608-1808,34.53349,-92.26428
898,Willard Bay Reservoir$Willard Bay Reservoir$,NLA06608-1810,41.370839,-112.123187
899,$Long Lake2$,NLA06608-1811,45.85205,-99.2537
900,Kentucky Lake$Kentucky Lake$,NLA06608-1812,36.663413,-88.11703
901,North Fork Lake$North Fork Lake$,NLA06608-1818,42.92227,-109.50241
902,$Lake Kittamagundi$,NLA06608-1821,39.21609,-76.85372
903,Clark County State Lake$Clark State Fishing Lake$,NLA06608-1824,37.39251,-99.7868
904,"Myrtle, Lake$Lake Myrtle$",NLA06608-1825,27.946473,-81.651053
905,Round Lake$Round Lake$,NLA06608-1835,41.590556,-84.927222
906,$Smith Lake$,NLA06608-1836,42.40773,-102.45399
907,Mossy Lake$Mossy Lake$,NLA06608-1839,32.47884,-83.64515
908,$Governor Bond Lake$,NLA06608-1840,38.92681,-89.40002
909,Boulder Reservoir$Boulder Reservoir$,NLA06608-1851,40.07785,-105.21684
910,Creedman Reservoir$Creedman Reservoir$,NLA06608-1856,48.96117,-109.75211
911,"Blaine, Lake$Lake Blaine$",NLA06608-1857,48.244449,-114.11906
912,Crescent Lake$Crescent Lake$,NLA06608-1861,29.456723,-81.495768
913,Big Spring Reservoir$Big Spring Reservoir$,NLA06608-1862,41.93365,-119.17561
914,Indian Creek Reservoir$Indian Creek Reservoir$,NLA06608-1863,31.11229,-92.46224
915,Hogan Reservoir$Hogan Reservoir$,NLA06608-1866,44.78928,-109.26434
916,Rock Lake$Rock Lake$,NLA06608-1867,41.039722,-85.9775
917,$Lake Konawa$,NLA06608-1868,34.95568,-96.70738
918,$Crooked Cr Watershed #3$,NLA06608-1871,33.32104,-85.80933
919,Lake Cushman$Cushman Lake$,NLA06608-1873,47.450809,-123.22527
920,Echo Reservoir$Echo Reservoir$,NLA06608-1874,40.96439,-111.42631
921,Lake Albert$Lake Albert$,NLA06608-1879,44.53042,-97.14407
922,$Lake McBride$,NLA06608-1884,41.79397,-91.57223
923,$Chimney Reservoir$,NLA06608-1893,41.40599,-117.17538
924,$Sparks Lake$,NLA06608-1894,43.99996,-121.74327
925,Slack Reservoir$Slack Reservoir$,NLA06608-1906,41.86658,-71.55363
926,$Saddle Lake$,NLA06608-1908,38.0725,-86.673611
927,$Blomgren$,NLA06608-1910,45.87787,-87.79702
928,$Ashton Reservoir$,NLA06608-1930,44.09445,-111.49667
929,Lake Saint Louis$Lake St. Louis$,NLA06608-1936,38.79973,-90.7712
930,$Whitewater Lake$,NLA06608-1948,42.53281,-100.64548
931,Salmon Lake$Salmon Lake$,NLA06608-1953,47.1031,-113.4154
932,Hills Creek Reservoir$Hills Creek Reservoir$,NLA06608-1958,43.66955,-122.42415
933,Columbia Road Reservoir$Columbia$,NLA06608-1959,45.73077,-98.27959
934,Copan Lake$Copan Lake$,NLA06608-1960,36.90606,-95.95436
935,Wild Horse Reservoir$Wild Horse Reservoir$,NLA06608-1968,48.13084,-108.18419
936,West Lake Okoboji$West Okoboji Lake$,NLA06608-1975,43.38135,-95.15215
937,Coeur d'Alene Lake$Lake Coeur D'Alene$,NLA06608-1985,47.59363,-116.80582
938,$Cedar Creek Reservoir$,NLA06608-1989,42.21241,-114.89079
939,$Soil Conservation Service Site 137 Reservoir$,NLA06608-1992,32.452379,-96.062546
940,"Keewaydin, Lake$Lake Keewaydin$",NLA06608-1998,46.59939,-88.1203
941,"Keewaydin, Lake$Lake Keewaydin$",NLA06608-1998,46.59917,-88.12184
942,$Little Blue Creek Reservoir$,NLA06608-2005,42.29401,-116.11639
943,Turtlefoot Lake$Turtlefoot Lake$,NLA06608-2007,45.75558,-97.32086
944,Elks Lake$Elks Lake$,NLA06608-2010,31.11643,-89.303333
945,$McFarlane Reservoir$,NLA06608-2027,42.24008,-105.62971
946,$South Banner Lake$,NLA06608-2036,41.438611,-93.5525
947,Likes Lake$Likes Lake$,NLA06608-2037,39.59203,-118.66955
948,Virgin Lake$Virgin Lake$,NLA06608-2039,43.10236,-94.89172
949,Lower Thompson Lake$Lower Thompson Lake$,NLA06608-2049,48.01814,-115.0288
950,$Badger Creek Lake$,NLA06608-2056,41.47038,-93.91076
951,$Mills Lake$,NLA06608-2072,32.25288,-95.79988
952,J T Budd Pond$J T Budd Pond$,NLA06608-2074,30.439136,-84.566831
953,Spring Lake$Spring Lake$,NLA06608-2076,35.15008,-93.42634
954,Lotto Lake$Lotto Lake$,NLA06608-2078,46.255,-88.08937
955,$Emigrant Lake$,NLA06608-2082,42.15365,-122.61187
956,Jobs Pond$Jobs Pond$,NLA06608-2086,44.762778,-71.9525
957,$Nutleg East$,NLA06608-2087,45.55617,-97.41502
958,$R E 'Bob' Woodruff Reservoir$,NLA06608-2091,32.34537,-86.54042
959,Horseshoe Lake$Horseshoe Lake$,NLA06608-2092,32.71783,-91.69511
960,$Musselman Cattle Company Lake Number 2$,NLA06608-2094,29.093481,-97.086658
961,Big Sandy Reservoir$Big Sandy Reservoir$,NLA06608-2095,42.25395,-109.43333
962,Cottonwood Lake$Cottonwood$,NLA06608-2103,44.87215,-99.91314
963,Lake Louise$Lake Louise$,NLA06608-2114,39.68896,-79.22932
964,"Apopka, Lake$Lake Apopka$",NLA06608-2117,28.596184,-81.648007
965,James Lake$JAMES LAKE$,NLA06608-2120,32.59304,-98.3191
966,$Brush Lake$,NLA06608-2123,44.32884,-97.11562
967,Rath Lake$Rath Lake$,NLA06608-2131,45.89891,-99.10284
968,$Horseshoe$,NLA06608-2134,45.898016,-122.749411
969,"Cochrane, Lake$Lake Cochrane$",NLA06608-2135,44.70824,-96.47232
970,Pomme De Terre Lake$Pomme de Terre Lake$,NLA06608-2152,37.86611,-93.30914
971,L Pond$L Pond$,NLA06608-2154,31.26766,-86.94651
972,Fox Lake$Fox Lake$,NLA06608-2155,41.624722,-85.023611
973,Yawgoo Pond$Yawgoo Pond$,NLA06608-2162,41.511111,-71.571667
974,Bean Lake$Bean Lake$,NLA06608-2170,47.30428,-112.42947
975,Bull Lake$Bull Lake$,NLA06608-2177,48.6724,-114.73253
976,Topaz Lake$Topaz Lake$,NLA06608-2185,38.68766,-119.53093
977,Holt Lock and Dam$Holt Lake$,NLA06608-2187,33.34808,-87.41611
978,Island Lake$Island Lake$,NLA06608-2193,46.42228,-124.035767
979,Lazy Lake$Lazy Lake$,NLA06608-2196,39.298889,-86.470278
980,Knoll Lake$Knoll Lake$,NLA06608-2217,34.427861,-111.086798
981,$Lake Latonka$,NLA06608-2219,41.3,-86.420278
982,Sacheen Lake$Sacheen Lake$,NLA06608-2241,48.147734,-117.334714
983,$Lewis Lake$,NLA06608-2250,44.29843,-110.62327
984,McColley Pond$McColley Pond$,NLA06608-2253,38.9675,-75.49868
985,$Lake Koeneman$,NLA06608-2257,47.409918,-122.784644
986,$Muddy Guard Reservoir Number 2$,NLA06608-2266,44.18412,-106.75861
987,Tamarack Lake$Tamarack Lake$,NLA06608-2267,41.518056,-85.300278
988,Big Chapman Lake$Big Chapman$,NLA06608-2283,41.293333,-85.798056
989,Shepherd Lake$Shepherd Lake$,NLA06608-2305,48.1828,-116.52835
990,Birch Creek Reservoirs$Birch Creek Reservoir Number 2$,NLA06608-2322,41.505774,-111.321866
991,Harlan County Lake$Harlan County Lake$,NLA06608-2332,40.07032,-99.21519
992,Concord Pond$Concord Pond$,NLA06608-2333,38.64325,-75.55023
993,Huntington North Reservoir$Huntington North Reservoir$,NLA06608-2345,39.343928,-110.948491
994,Gorton Pond$Gorton Pond$,NLA06608-2354,41.70427,-71.45639
995,Tsaile Lake$Tsaile Lake$,NLA06608-2372,36.275732,-109.201916
996,$Nine Mile Reservoir$,NLA06608-2379,41.24771,-105.72309
997,Belleville Pond$Belleville Pond$,NLA06608-2418,41.563056,-71.48
998,Lost Lake$Lost Lake$,NLA06608-2426,47.63501,-110.48512
999,Currant Creek Reservoir$Currant Creek Reservoir$,NLA06608-2429,40.338006,-111.057389
1000,$Piute Reservoir$,NLA06608-2438,42.06732,-119.56076
1001,$Lake Edna$,NLA06608-2450,43.63028,-124.17854
1002,$Dry Creek Reservoir$,NLA06608-2453,41.80277,-116.24033
1003,$Kolob Reservoir$,NLA06608-2457,37.439145,-113.047723
1004,Starvation Reservoir$Starvation Reservoir$,NLA06608-2463,40.181547,-110.472491
1005,Nesbitt Lake$Nesbitt Lake$,NLA06608-2477,37.56702,-115.23022
1006,$Officers Reservoir$,NLA06608-2481,43.98905,-119.39465
1007,Graham Lake (historical)$Graham Lake (Historical)$,NLA06608-2492,34.45518,-89.70779
1008,$Blanchard Lake$,NLA06608-2497,48.00925,-116.9751
1009,Morse Reservoir$Morse Reservoir$,NLA06608-2507,40.083889,-86.056389
1010,American Lake$American Lake$,NLA06608-2513,47.135443,-122.547388
1011,$Barbara Lake$,NLA06608-2523,41.35,-85.434444
1012,"Bruin, Lake$Lake Bruin$",NLA06608-2524,31.97236,-91.20123
1013,Hinden Lake$Lake Hinden$,NLA06608-2565,28.323412,-81.227847
1014,Chapman Pond$Chapman Pond$,NLA06608-2566,41.381111,-71.791389
1015,"Haines, Lake$Lake Haines$",NLA06608-2593,28.092284,-81.707766
1016,"Monroe, Lake$Lake Monroe$",NLA06608-2629,28.836402,-81.271582
1017,Little Bear Lake$Little Bear Lake$,NLA06608-2634,44.93961,-109.52302
1018,Hugh Butler (Red Willow)$Red Willow Reservoir$,NLA06608-2640,40.35579,-100.67725
1019,Versailles Lake$Versailles Lake$,NLA06608-2644,39.079444,-85.255
1020,Crouse Reservoir$Crouse Reservoir$,NLA06608-2655,40.722182,-109.18235
1021,Clearwater Lake$Clearwater Lake$,NLA06608-2657,28.168319,-81.832675
1022,$Bieri Lake Number 3$,NLA06608-2663,29.208889,-95.366944
1023,$Strawberry Lake$,NLA06608-2673,44.309011,-118.68305
1024,Trial Lake$Trail Lake$,NLA06608-2685,40.682626,-110.956616
1025,White Rock Lake$White Rock Lake$,NLA06608-2696,32.828056,-96.722222
1026,Lake Marvin$Lake Marvin$,NLA06608-2704,35.88363,-100.18726
1027,Whippoorwill Lake$Whippoorwill Lake$,NLA06608-2708,39.545833,-86.508056
1028,$L A K Reservoir$,NLA06608-2714,43.82538,-104.10971
1029,Lake Alice$Alice Lake$,NLA06608-2715,41.98478,-103.60081
1030,$South Twin Lake$,NLA06608-2726,43.71219,-121.7663
1031,Sherman Reservoir$Sherman Reservoir$,NLA06608-2740,41.31625,-98.89754
1032,Medical Lake$Medical Lake$,NLA06608-2753,47.568504,-117.687234
1033,Llano City Lake$Llano City Lake$,NLA06608-2759,30.75345,-98.67701
1034,$Garriott Property Lake$,NLA06608-2776,33.49639,-96.9577
1035,Big Barbee Lake$Big Barbee Lake$,NLA06608-2779,41.289167,-85.709167
1036,Echo Canyon Reservoir$Echo Canyon Reservoir$,NLA06608-2797,37.90702,-114.26994
1037,Pishkun Reservoir$Pishkun Reservoir$,NLA06608-2800,47.69027,-112.47412
1038,Stone Reservoir$Stone Reservoir$,NLA06608-2801,42.07947,-112.6937
1039,Whitney Lake$Lake Whitney$,NLA06608-2807,31.884704,-97.38594
1040,Cotile Lake$Cotile Lake$,NLA06608-2823,31.32087,-92.73096
1041,$Ericson Lake$,NLA06608-2824,41.76476,-98.65739
1042,Weiss Lake$Weiss Reservoir$,NLA06608-2831,34.20844,-85.62724
1043,Wapato Lake$Wapato$,NLA06608-2833,47.91865,-120.163818
1044,Holter Lake$Holter Lake$,NLA06608-2874,46.98873,-111.99127
1045,Whitefish Lake$Whitefish Lake$,NLA06608-2881,48.43526,-114.36565
1046,Walker Lake$Walker Lake$,NLA06608-2889,38.69073,-118.71862
1047,Crystal Lake$Crystal Lake$,NLA06608-2891,41.236111,-85.984444
1048,$Yellow Bank Lake$,NLA06608-2916,38.221389,-87.123056
1049,Moss Creek Lake$Moss Creek Lake$,NLA06608-2924,32.24199,-101.31175
1050,$Singleton Pond$,NLA06608-2954,44.02273,-111.60531
1051,$Logan Martin Lake$,NLA06608-2955,33.5337,-86.20483
1052,Rat Lake$Rat Lake$,NLA06608-2972,42.45174,-100.64126
1053,$South Chain Lake$,NLA06608-2987,41.687222,-86.369722
1054,Lake Iowa Park$Iowa Park Lake$,NLA06608-2996,33.97436,-98.70979
1055,$L JONES PROPERTY LAKE$,NLA06608-3032,33.84114,-97.25088
1056,Blackman Lake$Blackman Lake$,NLA06608-3035,41.551111,-85.287778
1057,Livingston Lake$Livingston Reservoir$,NLA06608-3083,30.648647,-95.018371
1058,$Old Kerens City Lake$,NLA06608-3096,32.114946,-96.160485
1059,$Lost Valley Reservoir$,NLA06608-3121,44.96104,-116.46813
1060,Bruce Lake$Bruce Lake$,NLA06608-3147,41.083333,-86.4725
1061,Mountain Lake$Mountain Lake$,NLA06608-3153,48.660316,-122.815785
1062,$Arrowrock Reservoir$,NLA06608-3157,43.60452,-115.85385
1063,$Wildwood Lake$,NLA06608-3160,41.03598,-96.83915
1064,Lake Okeechobee$Lake Okeechobee$,NLA06608-3169,26.802448,-80.814824
1065,Lake Fort Phantom Hill$Lake Fort Phantom Hill$,NLA06608-3228,32.6147,-99.6689
1066,Fan Lake$Fan Lake$,NLA06608-3265,48.056028,-117.407002
1067,Braunig Lake$Braunig Lake$,NLA06608-3303,29.246,-98.36884
1068,Foster Reservoir$Foster Reservoir$,NLA06608-3313,42.12477,-111.84151
1069,Wister Lake$Wister Lake$,NLA06608-3320,34.93083,-94.7726
1070,Chase Lake$Chase Lake$,NLA06608-3329,48.46034,-116.82975
1071,$Wynnewood$,NLA06608-3480,34.62935,-97.09246
1072,$Big Alkali Lake$,NLA06608-3484,42.62566,-100.6117
1073,$Maskenthine Reservoir$,NLA06608-3608,41.97839,-97.23469
1074,Lake Lloyd Vincent$Lake Lloyd Vincent$,NLA06608-3616,36.05666,-99.91867
1075,Smith Lake$Smith Lake$,NLA06608-3644,41.78679,-102.52203
1076,Otter Lake$Otter Lake$,NLA06608-3656,42.41689,-99.28657
1077,$$,NLA06608-3660,40.15487,-96.7785
1078,$Smith and Sayles Reservoir$,NLA06608-3698,41.90111,-71.67622
1079,School House Pond$School House Pond$,NLA06608-3846,41.40151,-71.66833
1080,Beach Pond$Beach Pond$,NLA06608-3890,41.578889,-71.791389
1081,$$,NLA06608-3911,30.53617,-92.44679
1082,Canton Lake$Canton Lake$,NLA06608-4056,36.100325,-98.575651
1083,Lake Carl Etling$Carl Etling Lake$,NLA06608-4064,36.84985,-102.86847
1084,$Dolese$,NLA06608-4206,35.92008,-97.4129
1085,Spring Lake$Spring Lake$,NLA06608-4252,43.49579,-72.92049
1086,$Kaw Lake$,NLA06608-4320,36.72888,-96.90788
1087,$Rush Creek Site 17 Reservoir$,NLA06608-4382,34.72901,-97.7734
1088,$Spring Creek Lake$,NLA06608-4414,34.88719,-95.16254
1089,$Lake Ponca$,NLA06608-4440,36.71777,-97.0184
1090,Ramsey Lake$Lake Overholser$,NLA06608-4472,35.50028,-97.67789
1091,Lake Hudson$Hudson Lake$,NLA06608-4504,36.81593,-96.04244
1092,Veterans Lake$Veteran's Lake$,NLA06608-4610,34.48984,-96.98432
1093,$Birch Lake$,NLA06608-4643,36.52863,-96.16792
1094,Bayou D'Arbonne Lake$Bayou D'Arbonne Lake$,NLA06608-4650,32.73188,-92.36686
1095,$Crowder Lake$,NLA06608-4659,35.39708,-98.70486
1096,$Lake Rodemacher$,NLA06608-4686,31.38367,-92.7373
1097,$Wilson Lake$,NLA06608-4698,32.08934,-93.47166
1098,$$,NLA06608-4828,34.96507,-97.68123
1099,$Upper Clear Boggy Creek Site 25 Reservoir$,NLA06608-4929,34.52921,-96.60383
1100,$Newt Graham Lake$,NLA06608-4949,36.06557,-95.54876
1101,$Maidstone Lake$,NLA06608-9999,44.652222,-71.647222
1102,$Lake Wood$,NLA06608-ACAD_LAKES_0435,44.407192,-68.268117
1103,$Goose Pond$,NLA06608-ALPS-1218,44.834776,-67.881593
1104,$Long Pond$,NLA06608-ALSC:020149,44.352788,-74.394039
1105,$Crooked Pond$,NLA06608-ELS:1C2-032,43.29527,-71.42875
1106,$Roderique Pond$,NLA06608-ELS:1C3-003,45.655878,-69.927016
1107,$Halfway Pond$,NLA06608-ELS:1D1-035,41.84843,-70.61753
1108,$Cusky Pond$,NLA06608-ELS:1D2-087,42.324266,-72.091389
1109,$Spring Lake$,NLA06608-ELS:1E1-052,45.210671,-68.204836
1110,$Middle Chain Pond$,NLA06608-ELS:1E1-096,45.218203,-68.07682
1111,$Halfmile Pond$,NLA06608-ELS:1E1-128,44.850278,-68.429095
1112,$Tomhegan Pond$,NLA06608-ELS:1E2-027,45.798561,-69.887878
1113,$Otter Pond$,NLA06608-ELS:1E3-002,46.374746,-68.356135
1114,$Denny Pond$,NLA06608-ELS:1E3-012,46.944,-68.87136
1115,$Carry Pond$,NLA06608-ELS:1E3-071,46.345188,-68.593475
1116,$Hall Lake$,NLA06608-ELS:2B2-008,46.99477,-88.75877
1117,$Midget Lake$,NLA06608-ELS:2C2-048,45.50017,-88.79445
1118,$Big Gibson Lake$,NLA06608-ELS:2C3-018,46.13813,-89.55278
1119,$Spring Lake$,NLA06608-ELS:2D3-008,47.12272,-93.88065
1120,$Female Pond$,NLA06608-EMAP:ME011L,45.7483,-69.224895
1121,$Gardner Pond$,NLA06608-EMAP:ME012L,46.96,-68.886667
1122,$Big Reed Pond$,NLA06608-EMAP:ME254L,46.352222,-69.058333
1123,$Fourth Machias Lake$,NLA06608-EMAP:ME263L,45.12716,-68.00671
1124,$Pleasant Lake$,NLA06608-EMAP:ME518L,45.359448,-67.919505
1125,$Lake Woodruff$,NLA06608-FL:107895579,29.09224,-81.413358
1126,$Sheeler Lake$,NLA06608-FL:16674741,29.83947,-81.9578
1127,$Palestine Lake$,NLA06608-FL:18261987,30.11992,-82.40907
1128,$McClellan Lake$,NLA06608-FL:99324403,30.21161,-82.83443
1129,$White Lake$,NLA06608-FL:99344895,30.2484,-82.9145
1130,$Olin Lake$,NLA06608-IN:646,41.56133,-85.39098
1131,$Sullivan Lake$,NLA06608-MI:7007,42.398,-84.05688
1132,$Hungry Man Lake$,NLA06608-MN:03-0029,47.06597,-95.18427
1133,$Artichoke Lake$,NLA06608-MN:06-0002,45.34264,-96.14342
1134,$Island Lake$,NLA06608-MN:11-0102,46.92703,-94.0516
1135,$Elk Lake$,NLA06608-MN:15-0010,47.1875,-95.21623
1136,$Bass Lake$,NLA06608-MN:22-0074,43.82104,-94.07808
1137,$Cedar Lake$,NLA06608-MN:49-0140,45.81275,-94.63411
1138,$Sarah Lake$,NLA06608-MN:51-0063,44.151111,-95.762222
1139,$Elbow Lake$,NLA06608-MN:56-0306,46.29227,-95.74815
1140,$Lake Linka$,NLA06608-MN:61-0037,45.49119,-95.36818
1141,$Beaver Lake$,NLA06608-MN:74-0023,43.8916,-93.34809
1142,$Lake Hattie$,NLA06608-MN:75-0200,45.52777,-96.07171
1143,$Mary Lake$,NLA06608-MN:77-0019,45.7756,-94.6642
1144,$Wood Lake$,NLA06608-MN:87-0030,44.68378,-95.53319
1145,$Duck Lake$,NLA06608-NELP-0253,45.148023,-68.094036
1146,$Debouille Lake$,NLA06608-NELP-0955,46.965188,-68.847543
1147,$Tilden Pond$,NLA06608-NELP-1041,44.368271,-69.114576
1148,$Island Pond$,NLA06608-NELP-1330,46.9518,-68.843
1149,$Pushineer Pond$,NLA06608-NELP-2155,46.95972,-68.84578
1150,$Upper Pond$,NLA06608-NELP-3355,46.9439,-68.85321
1151,$Fourth Debsconeag Lake$,NLA06608-NELP-3586,45.75109,-69.08026
1152,$Trout Pond$,NLA06608-NH250L,43.840556,-71.127222
1153,$Willard Pond$,NLA06608-NH4912,43.023056,-72.016389
1154,$Lamoille Lake$,NLA06608-NV:2,40.59341,-115.39403
1155,$Angel Lake$,NLA06608-NV:3,41.02672,-115.08665
1156,$Upper Pahranagat Lake$,NLA06608-NV:4,37.29595,-115.12486
1157,$Argonne Lake$,NLA06608-OH:19,39.70773,-84.27058
1158,$Miller Antrim Lake$,NLA06608-OH:22,40.08082,-83.03332
1159,$Bull Trout Lake$,NLA06608-R10BULLTR,44.29855,-115.25352
1160,$Cape Horn Lakes$,NLA06608-R10CAPEHO,44.41294,-115.1311
1161,$Chartlton Lake$,NLA06608-R10CHARLT,43.74452,-121.9746
1162,$Council Lake$,NLA06608-R10COUNCI,46.26594,-121.63
1163,$Deer Lake$,NLA06608-R10DEERLA,43.81937,-121.89372
1164,$Fish Lake$,NLA06608-R10FISHLA,42.73702,-118.64754
1165,$Rainy Lake$,NLA06608-R10RAINYL,48.50241,-120.73714
1166,$Squaw Lakes$,NLA06608-R10SQUAWL,42.04025,-123.02028
1167,$U Lake$,NLA06608-R10ULAKE,47.42782,-123.07405
1168,$Yellow Belly Lake$,NLA06608-R10YELLOW,43.99972,-114.8744
1169,$Piney Run Reservoir$,NLA06608-R31,39.39897,-76.98388
1170,$Holiday Lake$,NLA06608-R314,37.39708,-78.63547
1171,$Elkhorn Lake$,NLA06608-R315,38.3289,-79.2297
1172,$Beaver Dam Reservoir$,NLA06608-R318,37.31516,-79.81904
1173,$Harrison Lake$,NLA06608-R319,37.3468,-77.18369
1174,$Savage River Reservoir$,NLA06608-R32,39.521091,-79.138754
1175,$Philpott Reservoir$,NLA06608-R322,36.8056,-80.05076
1176,$Lake Burnt Mills$,NLA06608-R323,36.84063,-76.63192
1177,$Little Creek Reservoir$,NLA06608-R324,37.35474,-76.83774
1178,$Diascund Creek Reservoir$,NLA06608-R326,37.43091,-76.89359
1179,$Gatewood Reservoir$,NLA06608-R328,37.0436,-80.86299
1180,$Waller Mill Reservoir$,NLA06608-R333,37.30484,-76.70338
1181,$Sleepy Creek Lake$,NLA06608-R334,39.514306,-78.156495
1182,$Boley Lake$,NLA06608-R336,37.975524,-80.952867
1183,$Beaverdale Reservoir$,NLA06608-R34,40.269266,-78.68182
1184,$Lake Sainte Kathryn$,NLA06608-R5:KATHRYN,46.39065,-88.7212
1185,$Lake Ottawa$,NLA06608-R5:OTTAWA,46.08273,-88.76328
1186,$Pelican Lake$,NLA06608-R7101,42.52847,-100.678701
1187,$Watts Lake$,NLA06608-R7103,42.57805,-100.69041
1188,$Long Lake$,NLA06608-R7104,42.5263,-100.7196
1189,$Wagon Train Lake$,NLA06608-R7106,40.62353,-96.58147
1190,$George Wyth Lake$,NLA06608-R715,42.53472,-92.40046
1191,$Green Belt Lake$,NLA06608-R716,42.47851,-92.38943
1192,$Cowley County State Lake$,NLA06608-R723,37.09864,-96.80408
1193,$Harveyville Lake$,NLA06608-R728,38.79249,-95.97948
1194,$Lake Kahola$,NLA06608-R730,38.52431,-96.41351
1195,$Louisburg State Fishing Lake$,NLA06608-R733,38.50443,-94.68362
1196,$Melvern Lake$,NLA06608-R736,38.50736,-95.71258
1197,$Mound City Lake$,NLA06608-R746,38.1274,-94.8906
1198,$Pottawatomie County State Lake$,NLA06608-R750,39.46904,-96.40872
1199,$Wilson Lake$,NLA06608-R759,38.95845,-98.49628
1200,$Murray Gill Lake$,NLA06608-R764,37.23424,-96.18253
1201,$Council Bluff Lake$,NLA06608-R767,37.72816,-90.91537
1202,$Fourche Lake$,NLA06608-R769,36.6373,-91.05436
1203,$Loggers Lake$,NLA06608-R770,37.38697,-91.26246
1204,$Lake Northwood$,NLA06608-R772,38.42954,-91.48077
1205,$Lake Wauwanoka$,NLA06608-R775,38.22926,-90.53299
1206,$Box Butte Reservoir$,NLA06608-R784,42.45833,-103.0799
1207,$Duck Lake$,NLA06608-R788,42.54576,-100.72499
1208,$Goose Lake$,NLA06608-R791,41.77982,-102.44689
1209,$Hackberry Lake$,NLA06608-R792,41.73484,-102.43066
1210,$Island Lake$,NLA06608-R796,41.73332,-102.3979
1211,$Inks Lake$,NLA06608-TX:10,30.744171,-98.371706
1212,$Buchanan Lake$,NLA06608-TX:14,30.82503,-98.38148
1213,$Lake Cisco$,NLA06608-TX:15,32.439388,-98.999945
1214,$Lake Jacksonville$,NLA06608-TX:19,31.914988,-95.294496
1215,$Lake Murvaul$,NLA06608-TX:22,32.040215,-94.447262
1216,$O C Fisher Lake$,NLA06608-TX:27,31.48691,-100.494563
1217,$Stillhouse Hollow Lake$,NLA06608-TX:29,31.02172,-97.565719
1218,$Wright Patman Lake$,NLA06608-TX:30,33.232197,-94.22611
1219,$Lowes Lake$,NLA06608-WI:LOWES,43.21793,-88.31148
1220,$Sy Lake$,NLA06608-WI:SY,43.95872,-87.94372
1221,NA$$,NLA12_CA-143,37.564273,-121.995518
1222,33945$Saguaro Lake$Saguaro Lake,NLA12_AZ-101,33.56291,-111.51788
1223,NA$$,NLA12_ND-115,46.82646,-100.63453
1224,NA$$,NLA12_AZ-118,33.382668,-111.88047
1225,1444586$Porcupine Reservoir$Porcupine Reservoir,NLA12_UT-103,41.51908,-111.73667
1226,26014$Bartlett Reservoir$Bartlett Reservoir,NLA12_AZ-130,33.84633,-111.61886
1227,NA$$Lake Okeechobee,NLA12_FL-101,26.92838,-80.81813
1228,1443765$Navajo Lake$Navajo Lake,NLA12_UT-101,37.52415,-112.78218
1229,1027681$$Alkaline Lake,NLA12_ND-112,46.66431,-99.55935
1230,"277896$Annie, Lake$Annie, Lake",NLA12_FL-123,27.20703,-81.35124
1231,"283592$Haines, Lake$Haines, Lake",NLA12_FL-102,28.09351,-81.70651
1232,338823$Miriatoto Lake$Miriatoto Lake,NLA12_GA-112,33.37347,-84.28461
1233,1442363$Koosharem Reservoir$Koosharem Reservoir,NLA12_UT-108,38.60116,-111.84152
1234,280549$Clearwater Lake$Clearwater Lake,NLA12_FL-107,28.1698,-81.83552
1235,"286096$Loralin, Lake$Loralin, Lake",NLA12_FL-110,27.84198,-81.50917
1236,284311$Horseshoe Lake$Horseshoe Lake,NLA12_FL-106,28.63923,-81.1357
1237,"286960$Minnehaha, Lake$Minnehaha, Lake",NLA12_FL-104,28.62976,-81.35774
1238,NA$$,NLA12_CA-168,33.80183,-117.81332
1239,NA$$,NLA12_OK-122,34.373954,-98.338654
1240,NA$$,NLA12_WI-R11,45.24374,-88.7
1241,NA$$Louisburg State Fishing Lake,NLA12_KS-114,38.50598,-94.68132
1242,1099249$Veterans Lake$Veterans Lake,NLA12_OK-R01,34.48949,-96.98232
1243,247931$Ramer Lake$Ramer Lake,NLA12_CA-106,33.079441,-115.512617
1244,284395$Hungerford Lake$Hungerford Lake,NLA12_FL-114,28.621019,-81.389522
