"","NAMES","SITE_ID","LAT_DD","LON_DD","lagoslakeid"
"2565","570518; Lower Middle Branch Pond; Lower Middle Branch Pond","NLA17_ME-10001",44.87848,-68.22616,11168
"2566","0; None; None","NLA17_ID-10059",42.96557,-115.8431,464576
"2567","0; None; None","NLA17_AL-10003",32.51724,-87.787,244053
"2568","1437887; Oak Creek Reservoir; Oak Creek Reservoir","NLA17_UT-10007",38.07062,-111.3751,453117
"2569","1490156; Wenger Pond; Wenger Pond","NLA17_VA-10012",37.39947,-76.76699,148922
"2570","1502152; Waller Mill Reservoir; None","NLA17_VA-HP005",37.303695,-76.707685,147891
"2571","0; None; None","NLA17_SD-10022",42.48984,-96.47912,356873
"2572","0; None; Tippecanoe Lake","NLA17_IN-10003",41.32109,-85.75191,3505
"2573","1184097; Lake Pleasant; None","NLA17_PA-HP002",42.003975,-79.89817,10547
"2574","0; None; None","NLA17_GA-10022",32.43722,-82.07362,172103
"2575","1462274; Little Averill Pond; Little Averill Pond","NLA17_VT-10003",44.95559,-71.71667,4381
"2576","830092; Fish Lake; Fish Lake","NLA17_NE-10046",41.89292,-102.6227,358695
"2577","0; None; Martin Lake","NLA17_MN-HP003",46.83218,-92.6949,126759
"2578","657171; Lake Lomish; Lake Lomish","NLA17_MN-10025",47.07554,-94.13103,91907
"2579","805690; Horseshoe Lake; Horseshoe Lake","NLA17_MT-10009",48.83419,-108.01,322841
"2580","0; None; Owyhee","NLA17_OR-10060",43.60434,-117.3041,464222
"2581","0; None; None","NLA17_MS-10003",34.46148,-89.68451,284642
"2582","0; None; None","NLA17_MS-10007",34.31396,-88.59346,244897
"2583","1078434; Beaver Creek Upground Reservoir; Beaver Creek Upground Reservoir","NLA17_OH-10007",41.23823,-83.02039,3695
"2584","0; None; None","NLA17_NE-10061",41.67748,-103.1098,358180
"2585","566999; Gould Pond; Gould Pond","NLA17_ME-10043",44.99273106,-69.31837903,7514
"2586","1863974; Thurber Lake Number 5; Thurber Lake Number 5","NLA17_TX-10072",32.4657,-98.4127,430331
"2587","0; None; Lake Griffin","NLA17_FL-10005",28.89574,-81.83983,189773
"2588","1222305; Eureka Lake; Eureka Lake","NLA17_SC-10027",34.63796,-79.89975,157615
"2589","1502049; Jolly Pond; Jolly Pond","NLA17_VA-10002",37.30188,-76.82107,145909
"2590","1490137; Little Creek Reservoir; None","NLA17_VA-HP007",37.35866948,-76.84210284,147886
"2591","831108; McCarty Lake; McCarty Lake","NLA17_NE-10073",41.97981,-102.2251,NA
"2592","0; None; None","NLA17_OR-10009",44.3629,-117.6942,464743
"2593","763685; Arrow Head Lake; Arrow Head Lake","NLA17_MO-10006",36.65984,-91.88282,54020
"2594","117983; Emmit Wood Lake; Emmit Wood Lake","NLA17_AL-10004",31.62067,-88.35121,248372
"2595","122281; Marengo Lake; Marengo Lake","NLA17_AL-10008",32.21074,-87.75033,247915
"2596","0; None; None","NLA17_ND-10095",46.84995,-99.41453,341705
"2597","1028304; Cavanaugh Lake; Cavanaugh Lake","NLA17_ND-10003",48.25678,-98.89154,315131
"2598","0; None; None","NLA17_ND-10010",48.54729,-99.18517,316605
"2599","431652; Bruce Lake; Bruce Lake","NLA17_IN-10008",41.07632,-86.46293,799
"2600","923888; Cutter Reservoir; Cutter Reservoir","NLA17_NM-10024",36.68847,-107.6851,453551
"2601","191932; Rito Alto Lake; Rito Alto Lake","NLA17_CO-10051",38.08872,-105.6771,447454
"2602","175241; Youngs Creek Reservoir Number 1; Youngs Creek Reservoir Number 1","NLA17_CO-10009",39.0367,-107.9111,449960
"2603","190020; McDonough Reservoir Number 2; McDonough Reservoir Number 2","NLA17_CO-10053",38.19279,-106.8384,450185
"2604","0; None; Lake Merideth","NLA17_TX-10004",35.6388,-101.6602,387457
"2605","1442135; Jessen Lake; Jessen Lake","NLA17_UT-10056",40.83098,-110.0191,451697
"2606","1459163; Lake Rescue; Lake Rescue","NLA17_VT-10016",43.45205996,-72.70189813,4804
"2607","0; None; None","NLA17_OK-10066",36.47332,-96.35644,383365
"2608","1757278; Hudson Lake; Hudson Lake","NLA17_OK-10008",36.81637,-96.04201,383871
"2609","199649; Troutvale Reservoir Number 1; Troutvale Reservoir Number 1","NLA17_CO-10037",37.82878,-107.1838,446976
"2610","554067; Lake Concordia; Lake Concordia","NLA17_LA-10001",31.6674,-91.50773,292020
"2611","0; None; None","NLA17_OR-10012",43.85417,-124.1468,469599
"2612","1575303; Lake Ten; Lake Ten","NLA17_WI-10016",45.62225,-90.48676,101268
"2613","1029230; Gravel Lake; Gravel Lake","NLA17_ND-10014",48.95604,-99.83556,313928
"2614","0; None; None","NLA17_ND-10026",48.67467,-99.97743,313804
"2615","1029656; Jensen Lake; Jensen Lake","NLA17_ND-10009",48.66521,-103.0633,331220
"2616","0; None; None","NLA17_NE-10011",42.55822,-100.5246,348357
"2617","575648; Smiths Millpond; Smiths Millpond","NLA17_ME-10042",44.4387,-69.15053,60174
"2618","0; None; None","NLA17_OK-10050",36.18536,-96.96621,380124
"2619","0; None; None","NLA17_ND-10070",48.20118,-98.92039,313986
"2620","1091898; Cushing Lake; Cushing Lake","NLA17_OK-10010",35.99293,-96.87368,379117
"2621","1366124; Red Bluff Reservoir; Red Bluff Reservoir","NLA17_TX-10021",31.95055,-103.9405,448188
"2622","0; None; None","NLA17_IN-10077",37.95701,-87.40161,35647
"2623","1218707; Randall Pond; Randall Pond","NLA17_RI-10008",41.78866,-71.46894,7539
"2624","375962; Winder Reservoir; Winder Reservoir","NLA17_ID-10088",42.17765,-111.8766,455233
"2625","0; None; None","NLA17_LA-10046",30.78229,-90.1467,253697
"2626","1576563; West Spider Lake; West Spider Lake","NLA17_WI-10111",45.75673,-89.45093,1046
"2627","173679; Trappers Lake; None","NLA17_CO-HP002",39.9858551,-107.2317809,451862
"2628","188031; City Reservoir; City Reservoir","NLA17_CO-10010",37.54114,-107.5965,453352
"2629","0; None; None","NLA17_ND-10013",48.74898,-102.9426,310720
"2630","0; None; None","NLA17_ND-10069",48.74491,-102.6896,333918
"2631","0; None; None","NLA17_NE-10012",41.09245,-96.35328,361733
"2632","1090304; Bluestem Lake; Bluestem Lake","NLA17_OK-10004",36.70544,-96.41911,386238
"2633","829336; Flowing Well Lake; Flowing Well Lake","NLA17_NE-10014",42.35167,-101.2442,364942
"2634","0; None; None","NLA17_NE-10038",41.3862,-96.4811,363282
"2635","0; None; None","NLA17_OR-10063",44.79653,-121.8139,467396
"2636","1664175; French Meadows Reservoir; French Meadows Reservoir","NLA17_CA-10002",39.11326,-120.4389,474533
"2637","253643; New Melones Lake; New Melones Lake","NLA17_CA-10009",37.95384,-120.4968,479040
"2638","1070946; Spencer Lake; Spencer Lake","NLA17_OH-10024",41.11052,-82.08387,2414
"2639","0; None; None","NLA17_ND-10100",48.47312,-102.2659,331891
"2640","643014; Eagle Lake; Eagle Lake","NLA17_MN-10002",44.19519,-93.90054,328
"2641","0; None; None","NLA17_WI-10027",45.70825,-89.55144,103308
"2642","175608; Lower Cataract Lake; Lower Cataract Lake","NLA17_CO-10038",39.83299,-106.323,449410
"2643","0; None; None","NLA17_ND-10089",48.82621,-100.5755,NA
"2644","0; None; None","NLA17_IA-10031",41.53587,-94.88106,43567
"2645","828897; Durbin Lake; Durbin Lake","NLA17_NE-10025",42.44681,-100.5668,364653
"2646","647913; Mink Lake; Mink Lake","NLA17_MN-10026",45.2638,-94.02673,3434
"2647","0; None; None","NLA17_OR-10079",44.57941,-121.7642,466794
"2648","1374249; Lake J B Thomas; Lake J B Thomas","NLA17_TX-10020",32.58188,-101.1655,435674
"2649","1351279; Lake Arrowhead; Lake Arrowhead","NLA17_TX-10022",33.71431,-98.37163,397906
"2650","782895; East Fork Reservoir; East Fork Reservoir","NLA17_MT-10014",46.11822,-113.3746,457983
"2651","0; None; None","NLA17_MO-10015",38.44749,-93.86535,47683
"2652","662518; Spring Lake; Spring Lake","NLA17_MN-10005",47.06912,-92.00226,3213
"2653","657525; Mule Lake; Mule Lake","NLA17_MN-10189",46.84557,-93.99548,35671
"2654","74845; Gillham Lake; None","NLA17_AR-HP001",34.2145297,-94.2146709,404579
"2655","1266878; Lake Oahe; Lake Oahe","NLA17_SD-10001",44.6471,-100.7009,343492
"2656","0; None; None","NLA17_ND-10018",48.87739,-99.9807,312250
"2657","187483; Trout Lake; Trout Lake","NLA17_CO-10003",37.82464,-107.8851,450443
"2658","178814; Puett Reservoir; Puett Reservoir","NLA17_CO-10008",37.41533,-108.4074,453155
"2659","198657; Waneka Reservoir; Waneka Reservoir","NLA17_CO-10005",39.99496,-105.1122,360347
"2660","626122; Silver Lake; Silver Lake","NLA17_MI-10008",46.15177,-88.83002,72724
"2661","1620624; Lorraine Lake; Lorraine Lake","NLA17_MI-10028",46.14496,-86.48319,45988
"2662","0; None; None","NLA17_IN-10136",38.12682,-86.24282,32570
"2663","1218849; Slatersville Reservoirs; Slatersville Reservoirs","NLA17_RI-10002",41.98989,-71.59692,7460
"2664","0; None; None","NLA17_SD-10081",45.27454,-97.33832,356768
"2665","180088; Midway Lake; Midway Lake","NLA17_CO-10019",39.16191,-106.6667,449784
"2666","1078056; Lake of Four Seasons; Lake of Four Seasons","NLA17_OH-10005",39.65347,-82.47378,65818
"2667","615015; Dicks Pond; Dicks Pond","NLA17_MA-10001",41.76019,-70.65755,126901
"2668","174734; West Griffith Lake; West Griffith Lake","NLA17_CO-10055",39.06453,-108.0687,449552
"2669","573212; Perley Pond; None","NLA17_ME-HP003",43.966999,-70.745565,7835
"2670","643274; Ella Lake; Ella Lake","NLA17_MN-10161",45.08147,-94.81726,126042
"2671","0; None; None","NLA17_SD-10035",45.78323,-101.0891,341254
"2672","493306; Greenbo Lake; Greenbo Lake","NLA17_KY-10002",38.48626,-82.87262,260126
"2673","1219338; Blackamore Pond; Blackamore Pond","NLA17_RI-10011",41.77464,-71.44686,8335
"2674","655204; Ball Club Lake; Ball Club Lake","NLA17_MN-10159",47.91117,-90.48658,2751
"2675","0; None; None","NLA17_NC-10011",35.19371,-81.96495,NA
"2676","448616; Union Mills Lake; Union Mills Lake","NLA17_IN-10100",41.49718,-86.7819,NA
"2677","571018; McLean Lake; McLean Lake","NLA17_ME-10039",47.10643131,-68.86687135,42608
"2678","0; None; None","NLA17_ND-10032",46.11088,-98.89073,353371
"2679","623432; Clear Lake; Clear Lake","NLA17_MI-10019",45.12481,-84.18028,1828
"2680","206648; Deep Lake; Deep Lake","NLA17_CT-10006",41.95109,-73.46631,42697
"2681","831269; Middle Marsh Lake; Middle Marsh Lake","NLA17_NE-10008",42.51739,-100.5028,348933
"2682","1137043; Alameda Lake; None","NLA17_OR-10102",43.4595,-122.1575,NA
"2683","612499; Norton Reservoir; Norton Reservoir","NLA17_MA-10002",41.98474,-71.2003,73599
"2684","639365; Andrew Lake; Andrew Lake","NLA17_MN-10046",45.30999,-95.04378,3909
"2685","1255787; Lake Isabella; Lake Isabella","NLA17_SD-10007",45.63885,-97.34191,355124
"2686","1767296; Ericson Reservoir; Ericson Reservoir","NLA17_NE-10003",41.76432,-98.65979,NA
"2687","1250967; South Pacolet River Reservoir Number One; South Pacolet River Reservoir Number One","NLA17_SC-10011",35.10982,-81.98462,160164
"2688","612441; Dry Pond; Dry Pond","NLA17_MA-10007",42.10683,-71.13425,24830
"2689","178708; Boulder Reservoir; Boulder Reservoir","NLA17_CO-10002",40.0784,-105.2221,361292
"2690","0; None; None","NLA17_IA-HP001",42.478854,-92.388799,NA
"2691","1193175; Raystown Lake; Raystown Lake","NLA17_PA-10001",40.36051,-78.10971,6756
"2692","0; None; None","NLA17_IN-10138",40.4347,-86.16207,66914
"2693","647155; Lookout Lake; Lookout Lake","NLA17_MN-10006",46.43745,-93.95703,35698
"2694","0; None; None","NLA17_MN-10047",46.4289,-94.12349,59729
"2695","0; None; None","NLA17_IA-10030",42.60756,-94.45157,9774
"2696","0; None; None","NLA17_LA-10018",32.3514,-93.7702,407747
"2697","0; None; None","NLA17_GA-10008",33.01464,-83.02665,183497
"2698","1078504; Hammertown Lake; Hammertown Lake","NLA17_OH-10003",39.05604,-82.69067,3253
"2699","1219571; Barber Pond; Barber Pond","NLA17_RI-10006",41.50025,-71.56469,8291
"2700","0; None; None","NLA17_SD-10088",45.0889,-96.46497,61820
"2701","0; None; None","NLA17_ND-10082",47.90445,-98.97187,316224
"2702","0; None; None","NLA17_ND-10016",47.9042,-101.0598,313218
"2703","0; None; None","NLA17_IN-10068",40.53272,-85.62905,14729
"2704","0; None; None","NLA17_MA-10017",42.71482,-71.09953,136239
"2705","566801; Gilman Pond; Gilman Pond","NLA17_ME-10020",44.95770081,-70.05456059,7679
"2706","457552; Holdens Pond; Holdens Pond","NLA17_IA-10029",41.77773,-91.84439,31769
"2707","561381; B Pond; None","NLA17_ME-HP001",44.742504,-70.959436,8378
"2708","564561; Crosby Pond; None","NLA17_ME-HP002",45.396384,-70.767819,7848
"2709","673725; Lake Mohawk; Lake Mohawk","NLA17_MS-10019",34.65321,-88.72377,278354
"2710","870411; Third Connecticut Lake; Third Connecticut Lake","NLA17_NH-10999",45.23823385,-71.20104337,6327
"2711","0; None; None","NLA17_NJ-10025",40.81071,-74.79559,4109
"2712","0; None; None","NLA17_OR-10024",43.36571,-122.1081,469965
"2713","0; None; None","NLA17_SC-10023",33.92321,-82.3781,171719
"2714","0; None; None","NLA17_TX-10032",30.92462,-95.46998,422508
"2715","0; None; None","NLA17_CO-10011",39.64606,-106.1668,449212
"2716","1251292; Vaucluse Pond; Vaucluse Pond","NLA17_SC-10016",33.6172,-81.80833,168177
"2717","1237978; Bakers Lake; Bakers Lake","NLA17_SC-10004",33.57375,-81.88408,171421
"2718","0; None; None","NLA17_CO-10007",40.43393,-105.0334,361293
"2719","173550; Slide Mandall Lake; Slide Mandall Lake","NLA17_CO-10020",40.06161,-107.1223,452161
"2720","0; None; None","NLA17_CO-10043",39.94522,-107.2176,451866
"2721","617920; Tully Lake; Tully Lake","NLA17_MA-10004",42.64691,-72.2185,127944
"2722","609378; Bassett Pond; Bassett Pond","NLA17_MA-10022",42.51001915,-72.28161616,57106
"2723","790855; Sophie Lake; Sophie Lake","NLA17_MT-10008",48.96435,-115.1158,459837
"2724","834983; Sherman Reservoir; Sherman Reservoir","NLA17_NE-10029",41.32199,-98.90067,364887
"2725","0; None; None","NLA17_CO-10050",39.57612,-105.0421,359874
"2726","1253828; Bedners Dam; Bedners Dam","NLA17_SD-10019",45.07697,-101.6429,342039
"2727","1575164; Swan Lake; Swan Lake","NLA17_WI-10005",43.54511,-89.36625,4714
"2728","1070962; Swift Run Lake; Swift Run Lake","NLA17_OH-10023",40.17664,-84.26522,3644
"2729","623421; Clear Lake; Clear Lake","NLA17_MI-10012",44.35551,-85.30726,93777
"2730","0; None; None","NLA17_MN-10033",47.15998,-95.05449,22156
"2731","198801; Ward Reservoir; Ward Reservoir","NLA17_CO-10022",39.67512,-105.0697,360902
"2732","459018; Lake Meyer; Lake Meyer","NLA17_IA-10034",43.17446,-91.9091,5414
"2733","0; None; None","NLA17_MA-10018",42.06987046,-72.27857053,65426
"2734","1127925; Tenas Lakes; None","NLA17_OR-10021",44.22932,-121.9161,468897
"2735","0; None; None","NLA17_OH-10029",39.55763,-84.75395,115409
"2736","0; None; Piney Run Reservoir","NLA17_MD-10026",39.40526,-76.98918,142983
"2737","0; None; None","NLA17_MN-10049",47.48081,-95.68504,31915
"2738","609038; Lake Lorraine; Lake Lorraine","NLA17_MA-10005",42.14574,-72.51368,40
"2739","200375; New Thomas Reservoir; New Thomas Reservoir","NLA17_CO-10004",40.22358,-104.9473,359518
"2740","0; None; None","NLA17_SC-10010",35.06251,-82.68748,165188
"2741","1609181; Fremont Lake; Fremont Lake","NLA17_WY-10021",42.95366,-109.804,450977
"2742","736167; Indian Lake; Indian Lake","NLA17_MO-10003",38.08838,-91.45204,78634
"2743","0; None; None","NLA17_SD-10052",43.88817,-101.1494,346238
"2744","0; None; None","NLA17_ND-10034",48.97325,-100.3713,312929
"2745","0; None; None","NLA17_ND-10073",48.86228,-100.2127,312974
"2746","0; None; None","NLA17_VA-HP008",36.86251,-76.569735,147176
"2747","455907; Diamond Lake; Diamond Lake","NLA17_IA-10006",43.48249,-95.19145,126411
"2748","0; None; None","NLA17_OR-10099",43.98957,-121.8571,468729
"2749","657194; Long Lake; Long Lake","NLA17_MN-10001",47.59802,-93.40415,102137
"2750","0; None; None","NLA17_MN-10179",47.01292,-95.4041,80449
"2751","0; None; None","NLA17_NE-10054",41.12052,-96.34025,361971
"2752","1218885; Keech Pond; Keech Pond","NLA17_RI-10001",41.8915,-71.68264,7544
"2753","0; None; None","NLA17_MI-10035",46.61753,-85.39789,68663
"2754","617962; Buckley Dunton Lake; Buckley Dunton Lake","NLA17_MA-10003",42.31289,-73.13714,42647
"2755","0; None; Emigrant Lake","NLA17_OR-10004",42.15025,-122.6148,469968
"2756","1133570; Keen Creek Diversion Pond; Keen Creek Diversion Pond","NLA17_OR-10010",42.13038,-122.4784,473512
"2757","1077883; Mystic Lake; Mystic Lake","NLA17_OH-10008",39.66169,-84.64621,104100
"2758","724726; Pomme de Terre Lake; Pomme de Terre Lake","NLA17_MO-10004",37.87141,-93.28361,6076
"2759","0; None; None","NLA17_TX-10099",32.98956,-95.64573,410898
"2760","1078855; Wabash Conservancy District Structure Reservoir; Wabash Conservancy District Structure Reservoir","NLA17_OH-10009",40.31302,-84.63687,NA
"2761","0; None; None","NLA17_LA-10075",31.44023,-92.23634,289171
"2762","1608103; Muddy Guard Reservoir Number 2; None","NLA17_WY-HP001",44.1842148,-106.7589307,328641
"2763","1218430; Posneganset Pond; Posneganset Pond","NLA17_RI-10019",41.75016,-71.40579,112990
"2764","1238088; Collums Mill Pond Dam; Collums Mill Pond Dam","NLA17_SC-10012",33.67943,-81.34047,161840
"2765","1192988; Mud Pond; Mud Pond","NLA17_PA-10008",41.63079,-75.5482,135108
"2766","0; None; None","NLA17_AR-10003",33.07556,-92.6606,289009
"2767","0; None; None","NLA17_IA-10038",42.72963,-93.41735,75353
"2768","431048; Big Otter Lake; Big Otter Lake","NLA17_IN-10082",41.72506,-85.01198,2928
"2769","1438530; Beaver Dam Reservoir; None","NLA17_UT-10058",39.65434,-111.295,452527
"2770","0; None; None","NLA17_MN-10042",45.2935,-94.30134,123996
"2771","0; None; None","NLA17_ND-10033",48.33447,-102.0507,332459
"2772","639805; Beauty Lake; Beauty Lake","NLA17_MN-10027",46.0096,-94.69823,2882
"2773","0; None; None","NLA17_NJ-10010",39.93496,-74.92394,63454
"2774","0; None; None","NLA17_MN-10019",46.19689,-94.57479,77286
"2775","1095791; New Beggs Lake; New Beggs Lake","NLA17_OK-10082",35.74527,-96.02394,390276
"2776","0; None; None","NLA17_OK-10022",36.12308,-95.53258,384251
"2777","0; None; None","NLA17_TX-10047",32.04834,-95.99865,417781
"2778","1199754; Waynewood Lake; Waynewood Lake","NLA17_PA-10011",41.39491,-75.36279,76858
"2779","1219896; Silver Lake; Silver Lake","NLA17_RI-10005",41.43472,-71.48838,7596
"2780","0; None; None","NLA17_WA-10057",47.06505,-119.4241,461606
"2781","1916159; White Lake; White Lake","NLA17_NH-10891",43.83993817,-71.22322397,6239
"2782","0; None; None","NLA17_GA-10026",33.83376,-84.0932,172659
"2783","650340; Round Lake; Round Lake","NLA17_MN-10011",46.41943,-95.84002,1411
"2784","0; None; None","NLA17_MO-10005",37.64848,-90.58851,28694
"2785","0; None; Powers Pond","NLA17_OR-10093",42.88981,-124.0779,470105
"2786","0; None; None","NLA17_TN-10015",35.23608,-84.64917,273580
"2787","0; None; None","NLA17_MN-10193",46.43534,-93.93337,70068
"2788","31403; Luna Lake; Luna Lake","NLA17_AZ-10006",33.8306,-109.0851,454392
"2789","1890013; McElvaney Lake; McElvaney Lake","NLA17_TX-10005",32.08996,-95.89431,417841
"2790","0; None; None","NLA17_SD-10105",44.07944,-97.33929,357066
"2791","0; None; None","NLA17_SD-10090",44.38735,-100.9471,346266
"2792","575526; Skitacook Lake; Skitacook Lake","NLA17_ME-10029",46.03359,-68.06507,90380
"2793","1181344; Minks Pond; Minks Pond","NLA17_PA-10030",41.20441,-74.99911,29033
"2794","0; None; None","NLA17_NE-10064",40.6848,-99.37635,362228
"2795","642641; Lake Darling; Lake Darling","NLA17_MN-10004",45.91673,-95.39661,3017
"2796","785762; Kintla Lake; Kintla Lake","NLA17_MT-10011",48.95316,-114.3227,458324
"2797","316755; Legion Lake; Legion Lake","NLA17_GA-10039",33.79051,-84.94634,229682
"2798","0; None; None","NLA17_MS-10004",33.14568,-90.3549,284216
"2799","0; None; None","NLA17_AR-10021",33.63998,-94.14226,NA
"2800","990860; Nantahala Lake; Nantahala Lake","NLA17_NC-10002",35.1811,-83.67998,273196
"2801","783687; Frank Lake; Frank Lake","NLA17_MT-10022",48.7969,-115.0004,459575
"2802","0; None; None","NLA17_ND-10081",48.85075,-102.8405,312704
"2803","1281855; Cummings Lake; Cummings Lake","NLA17_TN-10006",35.00558,-85.58884,273907
"2804","0; None; None","NLA17_CO-10058",39.84271,-104.9461,361181
"2805","0; None; None","NLA17_MT-10023",47.04,-113.2371,459392
"2806","1600356; Hogan Reservoir; Hogan Reservoir","NLA17_WY-10001",44.78761,-109.2607,325987
"2807","944920; Brown Lake; Brown Lake","NLA17_NY-10003",43.24237,-74.49102,128914
"2808","0; None; None","NLA17_AL-10002",33.67333,-86.16453,236199
"2809","209057; Morris Reservoir; Morris Reservoir","NLA17_CT-10004",41.67757,-73.1447,76789
"2810","1862822; Pinkston Reservoir; Pinkston Reservoir","NLA17_TX-10009",31.70945,-94.35483,414400
"2811","0; None; None","NLA17_ID-HP002",44.000621,-114.875721,466237
"2812","1577123; Zee Lake; None","NLA17_WI-HP004",46.05021865,-89.86417404,48446
"2813","0; None; None","NLA17_IN-10141",41.56149,-87.30418,50112
"2814","568435; Hudson Pond; Hudson Pond","NLA17_ME-10004",46.16806,-69.00125,25821
"2815","656352; Gale Lake; Gale Lake","NLA17_MN-10048",47.67271,-93.49585,87117
"2816","655502; Boy Lake; Boy Lake","NLA17_MN-10194",47.52262,-93.66564,1847
"2817","0; None; None","NLA17_OR-10051",44.18945,-120.4511,467140
"2818","0; None; None","NLA17_WY-10038",41.40169,-105.8285,357831
"2819","1565973; Half Moon Lake; Half Moon Lake","NLA17_WI-10008",46.55919,-91.39356,4298
"2820","0; None; None","NLA17_AL-10018",33.22774,-87.15637,239285
"2821","0; None; None","NLA17_GA-HP002",34.73011014,-83.35256907,166788
"2822","1352974; Brown Mullin Watershed Reservoir Number Two; Brown Mullin Watershed Reservoir Number Two","NLA17_TX-10016",31.58629,-98.62431,436104
"2823","615621; Lovells Pond; Lovells Pond","NLA17_MA-10019",41.64846,-70.44178,2200
"2824","1600480; Icefloe Lake; Icefloe Lake","NLA17_WY-10032",43.72697,-110.8236,463439
"2825","1580246; Reynard Lake; None","NLA17_WI-HP003",46.393481,-91.287095,1239
"2826","553675; Black Bayou Lake; Black Bayou Lake","NLA17_LA-10303",32.58905,-92.04032,289504
"2827","662037; Net Lake; Net Lake","NLA17_MN-10014",48.39552,-92.65806,18242
"2828","658050; Richey Lake; Richey Lake","NLA17_MN-10008",47.66784,-90.9889,136070
"2829","1609177; Jackson Lake; Jackson Lake","NLA17_WY-10007",43.89903,-110.6734,463944
"2830","0; None; None","NLA17_MI-10073",46.73566,-88.89174,11362
"2831","0; None; None","NLA17_ND-10042",48.89775,-103.502,311503
"2832","1863189; Tank Wash Lake; Tank Wash Lake","NLA17_TX-10003",31.14844,-97.74526,431899
"2833","0; None; None","NLA17_SD-10111",44.39673,-101.7615,336458
"2834","448598; Woodland Lake; Woodland Lake","NLA17_IN-10006",39.27761,-86.21214,116526
"2835","0; None; None","NLA17_LA-10155",32.04151,-91.99869,293899
"2836","658398; Spree Lake; Spree Lake","NLA17_MN-10018",48.02228,-91.43911,123279
"2837","760373; East Fork Big Creek Watershed Lake A-4; East Fork Big Creek Watershed Lake A-4","NLA17_MO-10036",40.48484,-93.9513,68377
"2838","0; None; None","NLA17_CA-10020",41.90946,-120.1067,482720
"2839","220061; Buckhorn Reservoir; Buckhorn Reservoir","NLA17_CA-10089",40.85246,-120.0873,482623
"2840","1607838; Sulphur Creek Reservoir; Sulphur Creek Reservoir","NLA17_WY-10008",41.15234,-110.825,455122
"2841","1579883; Mineral Lake; None","NLA17_WI-HP001",46.29431705,-90.82845299,4922
"2842","0; None; None","NLA17_ND-10112",47.68783,-100.6983,337778
"2843","251959; Henski Reservoir; Henski Reservoir","NLA17_CA-10062",41.52677,-121.1347,474116
"2844","867863; Kilburn Pond; Kilburn Pond","NLA17_NH-10530",42.83409996,-72.47257647,5633
"2845","0; None; None","NLA17_AL-10020",31.22256,-85.64838,234989
"2846","210190; Riga Lake; Riga Lake","NLA17_CT-10002",42.02182,-73.48257,6729
"2847","0; None; None","NLA17_WI-10085",46.00527,-91.52462,23338
"2848","1607707; Coe Enlargement Reservoir; Coe Enlargement Reservoir","NLA17_WY-10018",44.28174,-109.1102,326226
"2849","1593949; Sauerkraut Lakes; Sauerkraut Lakes","NLA17_WY-10012",43.10524,-109.7326,451740
"2850","1590318; Kemmerer Reservoir; Kemmerer Reservoir","NLA17_WY-10005",41.94495,-110.6569,450981
"2851","1591180; Mahoney Reservoir; Mahoney Reservoir","NLA17_WY-10039",42.91854,-107.7356,326892
"2852","0; None; None","NLA17_ND-10126",47.75954,-99.93071,315741
"2853","1606054; S P Reservoir; S P Reservoir","NLA17_WY-10013",42.79375,-106.4259,358535
"2854","1524843; Rainy Lake; None","NLA17_WA-HP002",48.501411,-120.737873,461746
"2855","0; None; None","NLA17_SD-HP001",44.148066,-100.409364,345901
"2856","642551; Cup Lake; Cup Lake","NLA17_MN-10183",45.48802,-96.44255,74461
"2857","0; None; None","NLA17_MN-10192",45.01082,-94.95729,129512
"2858","0; None; Lake Zoar","NLA17_CT-10010",41.4121,-73.19875,7429
"2859","310382; Acworth, Lake; Acworth, Lake","NLA17_GA-10023",34.05677,-84.68063,243038
"2860","1863041; Soil Conservation Service Site 1 Reservoir; Soil Conservation Service Site 1 Reservoir","NLA17_TX-10085",29.82389,-98.77402,441619
"2861","657577; Neglige Lake; Neglige Lake","NLA17_MN-10028",48.04965,-91.30297,72372
"2862","272249; Loveland Reservoir; Loveland Reservoir","NLA17_CA-10054",32.7867,-116.7818,482418
"2863","1561604; Berry Lake; Berry Lake","NLA17_WI-10006",44.88914,-88.47493,4785
"2864","1571789; Porcupine Lake; Porcupine Lake","NLA17_WI-10118",44.99827,-88.1395,78025
"2865","0; None; None","NLA17_WY-10004",41.5112,-105.4172,NA
"2866","0; None; None","NLA17_OK-10095",35.28397,-96.43141,389859
"2867","0; None; None","NLA17_SD-10112",45.46393,-98.74955,351297
"2868","0; None; None","NLA17_ND-HP001",46.035467,-98.880206,351263
"2869","310443; Allatoona Lake; Allatoona Lake","NLA17_GA-10004",34.13781,-84.64845,243039
"2870","0; None; None","NLA17_TX-10089",30.03834,-98.24509,439839
"2871","1538788; Fairfax Pond; Fairfax Pond","NLA17_WV-10015",39.49277,-79.79422,258914
"2872","1601712; North Banner Lake; North Banner Lake","NLA17_WY-10050",41.41529,-106.3582,358540
"2873","0; None; None","NLA17_FL-10030",26.6388,-80.16398,201797
"2874","75038; Mud Lake; Mud Lake","NLA17_AR-10022",33.3449,-92.52257,292221
"2875","637746; Sherett Lake; Sherett Lake","NLA17_MI-10092",45.63683,-84.77026,34408
"2876","645623; Lake Jennie; Lake Jennie","NLA17_MN-10009",44.9994,-94.33311,2287
"2877","640444; Braunworth Lake; Braunworth Lake","NLA17_MN-10188",44.78814,-93.91278,97075
