OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,sampledate,ActivityEndDate,sampledepth_m_legacy,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,samplesiteid_legacy,comments_legacy,ActivityCommentText,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,datavalue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,labmethodname_legacy,labmethodinfo_legacy,LaboratoryName,ResultLaboratoryCommentText,qualifier_legacy,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,ProviderName,ActivityStartDateTime,ActivityEndDateTime,obs_id,source_parameter,source_value,source_unit,detectionlimit_legacy,detectionlimit_unit_legacy,sampleposition_legacy,sampletype_legacy,sampledepth_m_lagos,samplelayer_lagos,sampletype_lagos
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98300295,Sample-Routine,1983-07-21,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0204275450,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,150,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,1983-07-21 20:06:00,NA,503905,Ammonia and ammonium,0.150,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98300295,Sample-Routine,1983-07-21,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0204275450,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,149.8645,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1983-07-21 20:06:00,NA,503910,Ammonia and ammonium,0.193,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702133,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,24.848,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-08-13 17:30:00,NA,504293,Ammonia and ammonium,0.032,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702130,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,57,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL036,USGS,"Nutrients, FCA, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1997-08-13 16:20:00,NA,504662,Ammonia and ammonium,0.057,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702130,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,56.6845,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-08-13 16:20:00,NA,504684,Ammonia and ammonium,0.073,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702131,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,41.931,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-08-13 16:30:00,NA,504735,Ammonia and ammonium,0.054,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900601,Sample-Routine,2009-07-07,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   A-1910144 Bottom (Bed) Material,A-1910144 Bottom (Bed) Material,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,62.8965,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2009-07-07 14:30:00,NA,505303,Ammonia and ammonium,0.081,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701749,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,110,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL037,USGS,"Nutrients, wf, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:15:00,NA,506106,Ammonia and ammonium,0.11,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701749,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,106.3805,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:15:00,NA,506125,Ammonia and ammonium,0.137,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900460,Sample-Routine,2009-04-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2009-04-16 13:45:00,NA,506511,Ammonia and ammonium,0.03,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900460,Sample-Routine,2009-04-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,25.6245,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2009-04-16 13:45:00,NA,506536,Ammonia and ammonium,0.033,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900605,Sample-Routine,2009-07-07,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   A-1910145 2 Samples     1 Regular and 1 Replicate    Bottom (Bed) Material,A-1910145 2 Samples     1 Regular and 1 Replicate    Bottom (Bed) Material,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,80,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2009-07-07 13:45:00,NA,506999,Ammonia and ammonium,0.08,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900605,Sample-Routine,2009-07-07,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   A-1910145 2 Samples     1 Regular and 1 Replicate    Bottom (Bed) Material,A-1910145 2 Samples     1 Regular and 1 Replicate    Bottom (Bed) Material,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,82.309,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2009-07-07 13:45:00,NA,507024,Ammonia and ammonium,0.106,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900455,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,40,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2009-05-05 17:45:00,NA,507305,Ammonia and ammonium,0.04,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900455,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,35.719,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2009-05-05 17:45:00,NA,507329,Ammonia and ammonium,0.046,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900603,Sample-Routine,2009-07-07,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   A-1910146 Bottom (Bed) Material,A-1910146 Bottom (Bed) Material,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,60,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2009-07-07 15:00:00,NA,507431,Ammonia and ammonium,0.06,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900603,Sample-Routine,2009-07-07,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   A-1910146 Bottom (Bed) Material,A-1910146 Bottom (Bed) Material,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,58.2375,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2009-07-07 15:00:00,NA,507456,Ammonia and ammonium,0.075,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900459,Sample-Routine,2009-04-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2009-04-16 14:15:00,NA,507741,Ammonia and ammonium,0.03,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702134,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,40,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL036,USGS,"Nutrients, FCA, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1997-08-13 17:45:00,NA,508187,Ammonia and ammonium,0.040,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98800234,Sample-Routine,1988-02-17,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-02079882,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,180.148,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1988-02-17 14:30:00,NA,509762,Ammonia and ammonium,0.232,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98800167,Sample-Routine,1988-01-19,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-02079882,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,250.033,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1988-01-19 14:15:00,NA,511048,Ammonia and ammonium,0.322,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900039,Sample-Routine,2008-11-20,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,42.7075,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2008-11-20 14:50:00,NA,512499,Ammonia and ammonium,0.055,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900039,Sample-Routine,2008-11-20,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,40,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2008-11-20 14:50:00,NA,512973,Ammonia and ammonium,0.04,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900038,Sample-Routine,2008-11-20,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,40,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2008-11-20 15:30:00,NA,515219,Ammonia and ammonium,0.04,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900040,Sample-Routine,2008-11-20,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,45.037,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2008-11-20 14:15:00,NA,515587,Ammonia and ammonium,0.058,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900038,Sample-Routine,2008-11-20,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,40.378,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2008-11-20 15:30:00,NA,517853,Ammonia and ammonium,0.052,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98800167,Sample-Routine,1988-01-19,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-02079882,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,250,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL035,USGS,"Ammonia, wf, ASF salicylate","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1988-01-19 14:15:00,NA,519296,Ammonia and ammonium,0.250,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98800149,Sample-Routine,1987-12-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-02079882,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,70,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL035,USGS,"Ammonia, wf, ASF salicylate","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1987-12-16 18:30:00,NA,519367,Ammonia and ammonium,0.070,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98800149,Sample-Routine,1987-12-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-02079882,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,69.885,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1987-12-16 18:30:00,NA,519915,Ammonia and ammonium,0.090,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98800234,Sample-Routine,1988-02-17,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-02079882,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,180,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL035,USGS,"Ammonia, wf, ASF salicylate","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1988-02-17 14:30:00,NA,520903,Ammonia and ammonium,0.180,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900040,Sample-Routine,2008-11-20,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,40,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2008-11-20 14:15:00,NA,521080,Ammonia and ammonium,0.04,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00400983,Sample-Routine,2004-09-15,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660489,   ,NA,USGS,USGS,USGS,Unknown,Not Detected,"Nitrogen, NH4",Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,Historical Lower Reporting Limit,10.0945,ug/l,NWIS,2004-09-15 14:00:00,NA,489965,Ammonia and ammonium,NA,NA,0.013,mg/l NH4,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00400982,Sample-Routine,2004-09-14,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660440,   ,NA,USGS,USGS,USGS,Unknown,Not Detected,"Nitrogen, NH4",Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL039,USGS,"Nutrients, LL, wf, color","USGS OF 93-125, p 119",NA,NA,Laboratory Reporting Level,10,ug/l,NWIS,2004-09-14 14:30:00,NA,489982,Ammonia and ammonium,NA,NA,0.01,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900573,Sample-Routine,2009-06-23,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,Not Detected,"Nitrogen, NH4",Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,Historical Lower Reporting Limit,20.189,ug/l,NWIS,2009-06-23 15:05:00,NA,490370,Ammonia and ammonium,NA,NA,0.026,mg/l NH4,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00400982,Sample-Routine,2004-09-14,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660440,   ,NA,USGS,USGS,USGS,Unknown,Not Detected,"Nitrogen, NH4",Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,Historical Lower Reporting Limit,10.0945,ug/l,NWIS,2004-09-14 14:30:00,NA,491237,Ammonia and ammonium,NA,NA,0.013,mg/l NH4,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900572,Sample-Routine,2009-06-23,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,Not Detected,"Nitrogen, NH4",Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,Historical Lower Reporting Limit,20.189,ug/l,NWIS,2009-06-23 15:35:00,NA,491433,Ammonia and ammonium,NA,NA,0.026,mg/l NH4,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
