lagoslakeid,source_sample_siteid,sample_date,sample_depth_m,temp_degc,do_mgl,ph,spcond_uscm,source_value_qualifiercode,source_comments,profile
152069,NLA06608-0217,6/24/2007,3,23.2,NA,6.6,82.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
152069,NLA06608-0217,6/24/2007,4,19.1,NA,6.8,99.2,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
152069,NLA06608-0217,6/24/2007,4.5,17.7,NA,6.4,108.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
1437,NLA06608-0219,8/1/2007,0,28.6,12.4,8.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
1437,NLA06608-0219,8/1/2007,1,27.8,12.7,8.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
1437,NLA06608-0219,8/1/2007,2,25.1,3.4,7.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
1437,NLA06608-0219,8/1/2007,3,22.9,0.2,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
1437,NLA06608-0219,8/1/2007,4,20.5,0.1,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
1437,NLA06608-0219,8/1/2007,5,15.6,0.1,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
1437,NLA06608-0219,8/1/2007,6,11.2,0.1,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
1437,NLA06608-0219,8/1/2007,7,10.3,0,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
1437,NLA06608-0219,8/1/2007,8,9.9,0,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
1437,NLA06608-0219,8/1/2007,9,9.6,0,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
1437,NLA06608-0219,8/1/2007,9.3,9.5,0,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
348146,NLA06608-0220,8/2/2007,0,22.5,1.8,9.8,1440,,,integrated
348146,NLA06608-0220,8/2/2007,0.5,22.5,1.8,9.8,1440,,,integrated
348146,NLA06608-0220,8/2/2007,0.7,22.5,1.9,9.8,1440,,,integrated
145909,NLA06608-0221,6/28/2007,0,28.8,8.2,8,183,,,integrated
145909,NLA06608-0221,6/28/2007,0.5,28.6,8.7,8,183,,,integrated
145909,NLA06608-0221,6/28/2007,1,28.4,8.5,7.9,183,,,integrated
145909,NLA06608-0221,6/28/2007,1.3,27.4,6.6,7.5,186,,,integrated
332282,NLA06608-0222,6/27/2007,0,19.6,8.4,8.6,1771,,,integrated
332282,NLA06608-0222,6/27/2007,0.5,19.6,8.4,8.6,1771,,,integrated
332282,NLA06608-0222,6/27/2007,1,19.6,8.4,8.6,1771,,,integrated
332282,NLA06608-0222,6/27/2007,1.5,19.5,8.3,8.6,1772,,,integrated
332282,NLA06608-0222,6/27/2007,2,19.5,8.3,8.6,1771,,,integrated
332282,NLA06608-0222,6/27/2007,2.5,19.5,8.2,8.6,1771,,,integrated
332282,NLA06608-0222,6/27/2007,3,19.3,8,8.5,1770,,,integrated
332282,NLA06608-0222,6/27/2007,3.5,19.1,7.7,8.5,1771,,,integrated
181399,NLA06608-0223,6/27/2007,0,29.67,7.76,7.82,75,,,integrated
181399,NLA06608-0223,6/27/2007,1,29.04,7.64,7.76,75,,,integrated
181399,NLA06608-0223,6/27/2007,2,28.12,5.22,7.1,76,,,integrated
181399,NLA06608-0223,6/27/2007,3,23.06,0.1,7.9,120,,,integrated
181399,NLA06608-0223,8/29/2007,0,29.24,6.3,7.52,85,,,integrated
181399,NLA06608-0223,8/29/2007,1,29.01,4.76,7.2,85,,,integrated
181399,NLA06608-0223,8/29/2007,2,28.94,3.99,7.07,86,,,integrated
181399,NLA06608-0223,8/29/2007,3,27.31,0.24,6.92,178,,,integrated
28694,NLA06608-0224,7/19/2007,0,28.9,6.6,7.8,172.7,,,integrated
28694,NLA06608-0224,7/19/2007,1,28.9,6.6,7.8,172.8,,,integrated
28694,NLA06608-0224,7/19/2007,2,28.9,6.7,7.8,172.7,,,integrated
28694,NLA06608-0224,7/19/2007,3,28.8,6.7,7.8,172.9,,,integrated
28694,NLA06608-0224,7/19/2007,4,28.8,6.7,7.8,172.9,,,integrated
28694,NLA06608-0224,7/19/2007,4.5,24.7,4.7,7.7,172.3,,,integrated
28694,NLA06608-0224,7/19/2007,5,22.4,4.3,7.1,168.6,,,integrated
28694,NLA06608-0224,7/19/2007,6,16.8,3.6,7,173.5,,,integrated
28694,NLA06608-0224,7/19/2007,7,14.2,1.6,6.9,175.7,,,integrated
28694,NLA06608-0224,7/19/2007,8,12.7,0.6,6.9,182,,,integrated
28694,NLA06608-0224,7/19/2007,8.5,12.2,0.2,6.9,185.7,,,integrated
28694,NLA06608-0224,9/23/2007,0,24.7,8.1,7.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
28694,NLA06608-0224,9/23/2007,1,24.7,8.1,8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
28694,NLA06608-0224,9/23/2007,2,24.5,8.1,8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
28694,NLA06608-0224,9/23/2007,3,23.8,7.9,7.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
28694,NLA06608-0224,9/23/2007,4,23.2,7.6,7.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
28694,NLA06608-0224,9/23/2007,5,22.2,6.3,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
28694,NLA06608-0224,9/23/2007,6,21.2,4.2,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
28694,NLA06608-0224,9/23/2007,7,17.8,0.3,7.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
28694,NLA06608-0224,9/23/2007,7.5,15.1,0.2,7.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
318474,NLA06608-0225,7/11/2007,0,21.1,8.17,8.59,339,,,integrated
318474,NLA06608-0225,7/11/2007,1,21.01,8.13,8.59,340,,,integrated
318474,NLA06608-0225,7/11/2007,2,20.73,8.13,8.59,339,,,integrated
318474,NLA06608-0225,7/11/2007,3,20.7,8.1,8.59,339,,,integrated
318474,NLA06608-0225,7/11/2007,4,20.63,8.04,8.59,339,,,integrated
318474,NLA06608-0225,7/11/2007,5,20.59,7.97,8.59,339,,,integrated
318474,NLA06608-0225,7/11/2007,6,20.1,7.55,8.5,341,,,integrated
318474,NLA06608-0225,7/11/2007,7,19.24,7.3,8.43,343,,,integrated
318474,NLA06608-0225,7/11/2007,8,17.52,7.16,8.39,344,,,integrated
318474,NLA06608-0225,7/11/2007,9,16.52,6.45,8.29,346,,,integrated
318474,NLA06608-0225,7/11/2007,10,15.97,5.9,8.21,347,,,integrated
318474,NLA06608-0225,7/11/2007,11,15.28,4.91,8.09,348,,,integrated
318474,NLA06608-0225,7/11/2007,12,14.41,4,7.98,350,,,integrated
318474,NLA06608-0225,7/11/2007,13,13.13,3.12,7.89,354,,,integrated
318474,NLA06608-0225,7/11/2007,14,12.05,2.15,7.81,358,,,integrated
318474,NLA06608-0225,7/11/2007,15,11.4,0.71,7.74,361,,,integrated
318474,NLA06608-0225,7/11/2007,16,11.09,0.28,7.72,363,,,integrated
318474,NLA06608-0225,7/11/2007,16.7,10.83,0.22,7.71,366,,,integrated
318474,NLA06608-0225,8/24/2007,0,16.5,8.2,8.3,335,,,integrated
318474,NLA06608-0225,8/24/2007,1,16.4,8,8.3,334,,,integrated
318474,NLA06608-0225,8/24/2007,2,16.1,8.1,8.3,332,,,integrated
318474,NLA06608-0225,8/24/2007,3,16.1,8.1,8.3,332,,,integrated
318474,NLA06608-0225,8/24/2007,4,16,7.9,8.3,331,,,integrated
318474,NLA06608-0225,8/24/2007,5,16,7.7,8.3,331,,,integrated
318474,NLA06608-0225,8/24/2007,6,15.9,7.2,8.2,331,,,integrated
318474,NLA06608-0225,8/24/2007,7,15.9,7.4,8.2,331,,,integrated
318474,NLA06608-0225,8/24/2007,8,15.9,7.2,8.2,331,,,integrated
318474,NLA06608-0225,8/24/2007,9,15.8,7.3,8.2,331,,,integrated
318474,NLA06608-0225,8/24/2007,10,15.8,7.2,8.2,330,,,integrated
318474,NLA06608-0225,8/24/2007,11,15.6,7,8.2,330,,,integrated
318474,NLA06608-0225,8/24/2007,12,15.5,6.8,8.2,329,,,integrated
318474,NLA06608-0225,8/24/2007,13,15.1,5.3,8.1,328,,,integrated
318474,NLA06608-0225,8/24/2007,14,14.1,2.2,7.9,327,,,integrated
318474,NLA06608-0225,8/24/2007,15,11.6,0.3,7.8,329,,,integrated
107779,NLA06608-0226,7/9/2007,0.1,23.2,6.98,6.3,40.3,,,integrated
107779,NLA06608-0226,7/9/2007,0.9,23.1,8.12,6.5,40.2,,,integrated
107779,NLA06608-0226,7/9/2007,1.9,23,8.08,6.5,40.2,,,integrated
107779,NLA06608-0226,7/9/2007,2.9,20.2,1.99,5.8,39.4,,,integrated
376659,NLA06608-0228,6/26/2007,0,23.8,7.4,8.4,810,,,integrated
376659,NLA06608-0228,6/26/2007,1,23.9,7.4,8.4,808,,,integrated
376659,NLA06608-0228,6/26/2007,2,23.8,7.4,8.4,807,,,integrated
376659,NLA06608-0228,6/26/2007,3,23.8,7.4,8.4,808,,,integrated
376659,NLA06608-0228,6/26/2007,4,23.8,7.3,8.4,808,,,integrated
376659,NLA06608-0228,6/26/2007,4.9,23.8,7.3,8.4,808,,,integrated
376659,NLA06608-0228,8/6/2007,0,27.3,8.4,8.23,850,,,integrated
376659,NLA06608-0228,8/6/2007,0.5,26.7,8.5,8.5,851,,,integrated
376659,NLA06608-0228,8/6/2007,1,26.3,8.2,8.5,850,,,integrated
376659,NLA06608-0228,8/6/2007,1.5,25.8,6.9,8.5,852,,,integrated
376659,NLA06608-0228,8/6/2007,2,25.7,6.7,8.4,853,,,integrated
376659,NLA06608-0228,8/6/2007,2.5,25.6,6.2,8.4,854,,,integrated
376659,NLA06608-0228,8/6/2007,3,25.4,6.4,8.4,853,,,integrated
376659,NLA06608-0228,8/6/2007,3.5,25.3,5.5,8.4,855,,,integrated
132776,NLA06608-0229,9/13/2007,0,20.2,8.5,7.4,32.3,,,integrated
132776,NLA06608-0229,9/13/2007,1,19.1,8.8,7.1,32.2,,,integrated
132776,NLA06608-0229,9/13/2007,2,19.3,8.8,7.1,32.2,,,integrated
132776,NLA06608-0229,9/13/2007,3,19.3,8.8,6.9,32.4,,,integrated
132776,NLA06608-0229,9/13/2007,4,19.3,8.8,6.9,32.4,,,integrated
132776,NLA06608-0229,9/13/2007,5,19.4,8.4,6.9,32,,,integrated
132776,NLA06608-0229,9/13/2007,6,19.2,8.1,6.9,32,,,integrated
132776,NLA06608-0229,9/13/2007,7,19.1,8.5,6.8,32.7,,,integrated
132776,NLA06608-0229,9/13/2007,8,19.6,8.5,6.7,32.3,,,integrated
132776,NLA06608-0229,9/13/2007,9,17.7,6.4,6.7,32,,,integrated
132776,NLA06608-0229,9/13/2007,9.1,17.3,6.3,6.2,32.2,,,integrated
3505,NLA06608-0235,7/16/2007,0,25.2,10.3,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,1,25.1,10.3,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,2,25.1,10.2,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,3,25,10.1,8.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,4,24.8,9.5,8.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,5,24.4,8.6,8.1,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,6,23,4.6,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,7,19.8,0.7,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,8,14.3,0.5,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,9,11.5,1.3,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,10,10.1,2,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,11,8.9,4.2,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,12,8.1,4.3,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,13,7.6,5.5,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,14,7.3,6.2,7.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,15,7,7,7.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,16,6.9,7.1,7.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,17,6.8,6.9,7.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,18,6.6,7.6,7.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,19,6.6,7.8,7.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,20,6.4,7.9,7.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,22,6.2,7.8,7.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,24,5.9,6.4,7.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,26,5.9,5,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,28,5.8,3,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3505,NLA06608-0235,7/16/2007,30,5.7,0.9,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
453698,NLA06608-0237,6/26/2007,0,20.8,6.5,8.4,604,,,integrated
453698,NLA06608-0237,6/26/2007,0.5,20.8,6.4,8.4,604,,,integrated
453698,NLA06608-0237,6/26/2007,1,20.8,6.6,8.4,603,,,integrated
453698,NLA06608-0237,6/26/2007,1.5,20.7,6.5,8.4,603,,,integrated
453698,NLA06608-0237,6/26/2007,1.7,20.7,6,8.3,606,,,integrated
453698,NLA06608-0237,7/17/2007,0,23.5,6.8,8.4,566,F1,CONDUCTIVITY FLUCTUATION FROM 7.0 to 200,integrated
453698,NLA06608-0237,7/17/2007,0.5,23.4,7.1,8.3,564,,,integrated
453698,NLA06608-0237,7/17/2007,1,23.4,7.1,8.4,563,,,integrated
453698,NLA06608-0237,7/17/2007,1.5,23.1,8.9,8.4,554,,,integrated
453698,NLA06608-0237,7/17/2007,1.9,22.3,3.9,7.6,569,,,integrated
2961,NLA06608-0238,7/11/2007,0,22.4,8.5,8.3,219.4,,,integrated
2961,NLA06608-0238,7/11/2007,1,22.4,8.4,8.3,219.4,,,integrated
2961,NLA06608-0238,7/11/2007,2,22.4,8.4,8.3,219.4,,,integrated
2961,NLA06608-0238,7/11/2007,3,22.4,8.4,8.3,219.2,,,integrated
2961,NLA06608-0238,7/11/2007,4,22.4,8.4,8.3,219.2,,,integrated
2961,NLA06608-0238,7/11/2007,5,22.3,8.3,8.3,218.8,,,integrated
2961,NLA06608-0238,7/11/2007,6,22.3,8.5,8.3,219.3,,,integrated
2961,NLA06608-0238,7/11/2007,7,22.2,8.2,8.3,219.1,,,integrated
2961,NLA06608-0238,7/11/2007,8,21,7.3,8.2,219.2,,,integrated
2961,NLA06608-0238,7/11/2007,9,19.7,6.8,7.8,222.2,,,integrated
2961,NLA06608-0238,7/11/2007,10,15.9,4.9,7.4,229.1,,,integrated
2961,NLA06608-0238,7/11/2007,11,14.3,4.8,7.3,223.3,,,integrated
2961,NLA06608-0238,7/11/2007,12,12.1,4.6,7.2,224.1,,,integrated
2961,NLA06608-0238,7/11/2007,13,10.9,4.6,7.2,224,,,integrated
2961,NLA06608-0238,7/11/2007,14,9,4.8,7.1,224,,,integrated
2961,NLA06608-0238,7/11/2007,15,8,4.8,7.1,225,,,integrated
2961,NLA06608-0238,7/11/2007,16,7.3,4.2,7,226,,,integrated
2961,NLA06608-0238,7/11/2007,17,6.8,4,7,225,,,integrated
2961,NLA06608-0238,7/11/2007,18,6.4,3.7,7,226,,,integrated
2961,NLA06608-0238,7/11/2007,19,6.3,3.7,6.9,226,,,integrated
2961,NLA06608-0238,7/11/2007,20,6.2,3.3,6.9,226,,,integrated
2961,NLA06608-0238,7/11/2007,22,5.9,2.3,6.8,227,,,integrated
2961,NLA06608-0238,7/11/2007,24,5.8,1.7,6.8,229,,,integrated
2961,NLA06608-0238,7/11/2007,26,5.8,1.1,6.3,228,,,integrated
323197,NLA06608-0240,7/25/2007,0,25.4,7.7,8.5,611.3,,,integrated
323197,NLA06608-0240,7/25/2007,1,25.4,7.7,8.5,611.3,,,integrated
323197,NLA06608-0240,7/25/2007,2,25.4,7.7,8.5,611.3,,,integrated
323197,NLA06608-0240,7/25/2007,3,25.3,7.7,8.5,609,,,integrated
323197,NLA06608-0240,7/25/2007,4,25,7.3,8.5,602,,,integrated
323197,NLA06608-0240,7/25/2007,5,24.8,7.1,8.4,597.4,,,integrated
323197,NLA06608-0240,7/25/2007,6,24.4,6.6,8.4,589.1,,,integrated
323197,NLA06608-0240,7/25/2007,7,23.9,5.9,8.3,576.7,,,integrated
323197,NLA06608-0240,7/25/2007,8,23.1,4.8,8.1,559.6,,,integrated
323197,NLA06608-0240,7/25/2007,9,20.3,3.7,7.9,514.6,,,integrated
323197,NLA06608-0240,7/25/2007,9.7,22,0.7,7.8,534.2,,,integrated
455026,NLA06608-0241,8/15/2007,0,21.8,5.4,7.8,811,,,integrated
455026,NLA06608-0241,8/15/2007,1,21.2,5.5,7.8,810,,,integrated
455026,NLA06608-0241,8/15/2007,2,21,5.6,7.9,810,,,integrated
455026,NLA06608-0241,8/15/2007,3,20.9,5.7,7.9,808,,,integrated
455026,NLA06608-0241,8/15/2007,3.5,20.9,5.5,7.9,806,,,integrated
7324,NLA06608-0242,8/2/2007,0,28.5,7.75,7.07,62,,,integrated
7324,NLA06608-0242,8/2/2007,0.5,28.4,7.77,7.04,62,,,integrated
7324,NLA06608-0242,8/2/2007,1,28.4,7.75,7.05,64,,,integrated
7324,NLA06608-0242,8/2/2007,1.5,28.1,7.21,6.78,63,,,integrated
7324,NLA06608-0242,8/2/2007,2,27.9,7.23,6.85,62,,,integrated
7324,NLA06608-0242,8/2/2007,2.5,27,5.14,6.41,63,F1,BOTTOM OF METALIMNION NOT OBSERVED,integrated
7324,NLA06608-0242,8/2/2007,3,25.8,2.38,6.18,62,,,integrated
343492,NLA06608-0243,7/18/2007,0,24.1,7.9,8.3,674,,,integrated
343492,NLA06608-0243,7/18/2007,1,24.1,7.9,8.4,674,,,integrated
343492,NLA06608-0243,7/18/2007,2,24.1,7.9,8.4,674,,,integrated
343492,NLA06608-0243,7/18/2007,3,24.1,7.9,8.4,673,,,integrated
343492,NLA06608-0243,7/18/2007,4,24.1,7.9,8.4,673,,,integrated
343492,NLA06608-0243,7/18/2007,5,24,7.9,8.4,674,,,integrated
343492,NLA06608-0243,7/18/2007,6,22.9,7.7,8.4,673,,,integrated
343492,NLA06608-0243,7/18/2007,7,21.9,7.1,8.3,672,,,integrated
343492,NLA06608-0243,7/18/2007,8,21.5,7,8.3,670,,,integrated
343492,NLA06608-0243,7/18/2007,9,21.2,6.9,8.3,669,,,integrated
343492,NLA06608-0243,7/18/2007,10,21,6.9,8.3,668,,,integrated
343492,NLA06608-0243,7/18/2007,11,20.6,6.9,8.3,665,,,integrated
343492,NLA06608-0243,7/18/2007,12,20.4,6.9,8.3,664,,,integrated
343492,NLA06608-0243,7/18/2007,13,20.2,6.9,8.2,663,,,integrated
343492,NLA06608-0243,7/18/2007,14,19.8,6.8,8.2,662,,,integrated
343492,NLA06608-0243,7/18/2007,15,19.3,6.7,8.2,661,,,integrated
343492,NLA06608-0243,7/18/2007,16,18.7,6.6,8.2,660,,,integrated
343492,NLA06608-0243,7/18/2007,17,17.5,6.5,8.1,661,,,integrated
343492,NLA06608-0243,7/18/2007,18,16,6.1,8,665,,,integrated
343492,NLA06608-0243,7/18/2007,19,15.5,6.1,8,665,,,integrated
343492,NLA06608-0243,7/18/2007,20,15.2,5.7,7.9,667,,,integrated
481020,NLA06608-0245,7/24/2007,0,25.7,10,9.2,382,,,integrated
481020,NLA06608-0245,7/24/2007,1,25.7,9.5,9.2,382,,,integrated
481020,NLA06608-0245,7/24/2007,2,25.7,9.6,9.2,382,,,integrated
481020,NLA06608-0245,7/24/2007,3,25.7,9.2,9.2,382,,,integrated
481020,NLA06608-0245,7/24/2007,4,25.7,9.1,9.2,382,,,integrated
481020,NLA06608-0245,7/24/2007,5,25.4,9.3,9.2,380,,,integrated
481020,NLA06608-0245,7/24/2007,6,24.7,8.2,9.1,381,,,integrated
481020,NLA06608-0245,7/24/2007,7,24.1,6.6,9,381,,,integrated
481020,NLA06608-0245,7/24/2007,8,23.4,5.9,8.8,385,,,integrated
481020,NLA06608-0245,7/24/2007,9,23.1,3.2,8.6,387,,,integrated
119048,NLA06608-0247,7/17/2007,0,25.5,8.6,8.6,1661,,,integrated
119048,NLA06608-0247,7/17/2007,0.5,25.5,8.6,8.5,1660,,,integrated
119048,NLA06608-0247,7/17/2007,1,25.4,8.6,8.6,1658,,,integrated
119048,NLA06608-0247,7/17/2007,2,25.2,8.1,8.6,1658,,,integrated
119048,NLA06608-0247,7/17/2007,3,25.1,7.8,8.5,1658,,,integrated
119048,NLA06608-0247,7/17/2007,4,24.8,4.4,8.3,1668,,,integrated
169029,NLA06608-0253,8/8/2007,0,31.18,6.65,7.04,117,,,integrated
169029,NLA06608-0253,8/8/2007,0.5,31.21,6.67,7.03,117,,,integrated
169029,NLA06608-0253,8/8/2007,1,30.01,3.78,6.67,117,,,integrated
169029,NLA06608-0253,8/8/2007,1.5,28.77,0.6,6.43,122,,,integrated
314254,NLA06608-0254,6/21/2007,0,22.1,12.2,8.6,1640,,,integrated
314254,NLA06608-0254,6/21/2007,1,21.2,10.9,8.6,1640,,,integrated
314254,NLA06608-0254,6/21/2007,2,20.7,9.7,8.5,1650,,,integrated
314254,NLA06608-0254,6/21/2007,3,20.5,9.3,8.5,1650,,,integrated
314254,NLA06608-0254,6/21/2007,3.9,19.9,6.5,8.4,1660,,,integrated
269051,NLA06608-0255,8/7/2007,0,29.6,7.5,8.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
269051,NLA06608-0255,8/7/2007,0.5,29.6,7.3,8.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
269051,NLA06608-0255,8/7/2007,1,29.6,7.5,8.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
269051,NLA06608-0255,8/7/2007,1.5,29.6,7.4,8.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
269051,NLA06608-0255,8/7/2007,2,29.6,7,8.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
269051,NLA06608-0255,8/7/2007,2.5,29,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
269051,NLA06608-0255,8/7/2007,3,27.8,5.5,7.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
269051,NLA06608-0255,8/7/2007,3.5,26.9,3.8,7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
269051,NLA06608-0255,8/7/2007,4,25.7,1.3,6.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
269051,NLA06608-0255,8/7/2007,4.5,24.9,0.1,6.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
269051,NLA06608-0255,8/7/2007,5,23.8,0.1,6.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
459445,NLA06608-0257,7/18/2007,0,22.9,9.5,8.8,210.8,,,integrated
459445,NLA06608-0257,7/18/2007,2,22.5,9.7,8.8,207,,,integrated
459445,NLA06608-0257,7/18/2007,4,22.4,9.8,8.8,205.5,,,integrated
459445,NLA06608-0257,7/18/2007,6,21.9,10.1,8.8,201.3,,,integrated
459445,NLA06608-0257,7/18/2007,8,18.9,10.7,8.8,173.2,,,integrated
459445,NLA06608-0257,7/18/2007,10,18.1,10.8,8.7,166.2,,,integrated
459445,NLA06608-0257,7/18/2007,12,15.8,10.8,8.6,146,,,integrated
459445,NLA06608-0257,7/18/2007,14,13.9,9.6,8.3,132.3,,,integrated
459445,NLA06608-0257,7/18/2007,16,13.3,9.3,8.2,127.7,,,integrated
459445,NLA06608-0257,7/18/2007,18,13,9.2,8.2,125.9,,,integrated
459445,NLA06608-0257,7/18/2007,20,12.8,9.1,8.1,124.4,,,integrated
459445,NLA06608-0257,7/18/2007,22,12.5,9,8.1,122.5,,,integrated
459445,NLA06608-0257,7/18/2007,24,12.1,8.9,8.1,120.3,,,integrated
459445,NLA06608-0257,7/18/2007,26,11.6,8.8,8.1,115.7,,,integrated
459445,NLA06608-0257,7/18/2007,28,11.2,8.9,8,112.8,,,integrated
459445,NLA06608-0257,7/18/2007,30,10.8,8.9,8,110,,,integrated
459445,NLA06608-0257,7/18/2007,32,10.4,8.9,8,108.6,,,integrated
459445,NLA06608-0257,7/18/2007,34,10.2,8.8,8,107.9,,,integrated
459445,NLA06608-0257,7/18/2007,36,9.8,8.9,8,109.8,,,integrated
459445,NLA06608-0257,7/18/2007,38,9.6,8.7,8,109.8,,,integrated
459445,NLA06608-0257,7/18/2007,40,9.2,8.7,8,112.2,,,integrated
459445,NLA06608-0257,7/18/2007,42,8.9,8.7,8,114.3,,,integrated
459445,NLA06608-0257,7/18/2007,44,8.4,8.7,8,118.7,,,integrated
459445,NLA06608-0257,7/18/2007,46,8,8.9,8,120.2,,,integrated
459445,NLA06608-0257,7/18/2007,48,7.7,9.1,8,118.9,,,integrated
459445,NLA06608-0257,7/18/2007,48.3,7.5,9.1,8,118.1,,,integrated
351972,NLA06608-0259,6/14/2007,0,21.3,5.3,7.68,1168,,,integrated
351972,NLA06608-0259,6/14/2007,0.5,21.3,5.1,7.67,1165,,,integrated
351972,NLA06608-0259,6/14/2007,1,21.2,4.3,7.62,1167,,,integrated
351972,NLA06608-0259,6/14/2007,1.5,21.1,3.5,7.59,1169,,,integrated
447742,NLA06608-0260,8/30/2007,0,21.2,7.5,7.8,181,,,integrated
