SITE_ID,sampledate,LAT_DD,LON_DD,Alkalinity,"Carbon, dissolved organic",Chlorophyll a,Conductivity,"Nitrogen, total","Phosphorus, total",Turbidity,"Aluminum, dissolved","Calcium, dissolved","Chloride, dissolved","Color, true","Magnesium, dissolved",Microcystin,"Nitrogen, NH4","Nitrogen, nitrite (NO2)","Nitrogen, nitrite (NO2) + nitrate (NO3)","pH, field or closed",Potassium,"Silica, dissolved",Sodium,"Sulfate, dissolved","Solids, total suspended","Carbon, total organic","Atrazine, dissolved","Nitrogen, total Kjeldahl"
NLA12_MT-136,2012-08-21,48.95316293,-114.3227227,1122,0.68,0.684,112.7,113,10,0.23,1,15.97,0.112,8,4.127,0.08735,2,1,33,8.08,0.246,3.436,0.626,2.58,NA,NA,NA,NA
NLA12_MT-138,2012-06-21,47.76171554,-108.4328294,3321,8.88,11.296,2510,883,78,4.46,0,51.23,4.866,18,72.74,0.44128,16,0,0,8.65,6.039,3.761,459.5,1159.115,NA,NA,NA,NA
NLA12_MT-140,2012-08-14,47.05943881,-113.9378325,64.4,0.69,0.338,4.93,29,8,0.04,5,0.748,0.057,3,0.261,0,2.7,0,2,6.66,0.111,3.624,0.48,0.295,NA,NA,NA,NA
NLA12_MT-142,2012-06-28,48.4922034,-104.3108863,14465,24.64,2.224,2550,1901,103,1.76,0,36.72,31.387,85,104.7,0.10582,56,0,2,8.81,16.83,6.93,455.7,717.01,NA,NA,NA,NA
NLA12_MT-143,2012-07-10,48.62106688,-113.1088007,10873,15.79,0.63,860,1314,29,0.52,0,24.28,4.13,20,75.68,0,34,0,0,9.07,3.911,0.388,91.28,5.275,NA,NA,NA,NA
NLA12_MT-144,2012-08-16,46.31276308,-110.0325058,3387,5.25,5,783,601,91,3.77,2,44.41,6.004,13,35.44,0,58,0,7,8.53,2.297,11.631,74.17,235.033,NA,NA,NA,NA
NLA12_MT-151,2012-08-27,48.38062147,-110.9852659,3956,27.07,57.6,372,3550,738,9.55,0,27.2,3.226,58,22.34,0.06361,42,0,0,8.56,21.3,1.7,14.18,1.79,NA,NA,NA,NA
NLA12_MT-152,2012-07-31,45.57835886,-113.0032413,221.9,1.36,1.204,19.73,249,11,0.26,11,2.492,0.105,8,0.414,0.06363,5.6,0,0,7.52,0.29,3.842,0.696,0.4,NA,NA,NA,NA
NLA12_MT-154,2012-06-27,48.84940875,-104.0593666,136000,105.31,35.77142857,50470,13413,3436,97.97,0,5.134,1149.902,34,46.68,0.71709,187,0,0,9.61,194.6,17.988,19510,30213.94,NA,NA,NA,NA
NLA12_MT-156,2012-07-26,46.6246241,-110.7383363,3298,2.13,1.346666667,319,160,28,0.88,7,51.68,0.855,9,10.22,0,5.4,0,2,8.49,0.838,11.832,2.004,10.127,NA,NA,NA,NA
NLA12_MT-160,2012-07-26,46.04062349,-110.6921749,1948,9.14,30.312,712,930,74,1,19,35.71,24.486,19,29.1,0.0702,38,0,2,9.29,2.046,7.528,73.46,231.019,NA,NA,NA,NA
NLA12_MT-161,2012-09-05,48.05490061,-106.4419746,6168,6.42,5.32,2560,604,65,5.95,0,62.44,27.988,14,52.8,0.12516,23,0,0,8.53,9.326,7.716,480.8,1016.193,NA,NA,NA,NA
NLA12_MT-162,2012-09-18,45.0394762,-109.7724842,103.1,0.68,1.624,5.45,83,8,0.32,5,0.946,0.06,9,0.261,0,5.1000000000000005,0,0,7.02,0.151,0.86,0.185,0.442,NA,NA,NA,NA
NLA12_MT-164,2012-08-23,48.16778753,-114.3675211,12529,12.69,1.782,1084,901,10,0.65,0,3.991,28.491,1,127.8,0,14,0,0,9.06,17.89,2.28,80.43,32.213,NA,NA,NA,NA
NLA12_MT-164,2012-09-13,48.16778753,-114.3675211,12763,11.75,1.216,1098,944,9,0.57,0,3.941,29.884,12,128,0.09658,6,0,0,9.08,17.9,1.831,77.59,33.099,NA,NA,NA,NA
NLA12_MT-177,2012-09-06,47.87668819,-107.1252315,2705,16.64,2.197333333,9379,1353,46,1.94,0,242,12.754,20,322.4,0.11185,28,0,0,8.76,18.76,0.222,2346,5734.061,NA,NA,NA,NA
NLA12_NC-101,2012-06-03,35.76647764,-81.35761261,306.9,1.99,13.248,50.1,291,38,2.34,7,3.19,4.041,18,1.311,0.11204,3.6,0,19,7.7,1.612,11.432,3.932,3.018,NA,NA,NA,NA
NLA12_NC-101,2012-08-17,35.76647764,-81.35761261,362.6,1.87,10.9,56.3,1000,55,1.53,2,3.649,4.28,10,1.361,0.09306,6.4,0,0,7.62,1.611,10.848,4.122,2.904,NA,NA,NA,NA
NLA12_NC-103,2012-06-07,35.05432224,-79.20656601,37.9,2.72,3.12,9.99,114,11,2.76,19,0.266,1.692,12,0.164,0.0809,0.9,0,2,5.6,0.117,0.909,0.94,0.306,NA,NA,NA,NA
NLA12_NC-104,2012-08-08,34.93290273,-77.10482994,-76.1,9.33,7.52,60.9,650,36,22.89,182,1.032,6.429,68,0.622,0,10,1,197,4.26,0.392,0.263,3.709,5.323,NA,NA,NA,NA
NLA12_NC-105,2012-05-30,35.18110441,-83.6799846,128.8,0.7,0.864,16.03,41,15,0.61,6,1.135,1.027,3,0.429,0,0,0,19,7.2,0.42,7.008,1.125,0.657,NA,NA,NA,NA
NLA12_NC-107,2012-05-23,35.34715726,-78.62163532,165.4,6.73,31.2,52,658,26,1.24,11,1.994,7.595,20,0.86,0.13185,16,1,21,7.18,1.614,0.238,6.367,1.66,NA,NA,NA,NA
NLA12_NC-108,2012-06-02,35.72677802,-82.08422324,177.3,1.05,2.034285714,24.6,94,26,0.75,12,1.927,1.061,1,0.676,0.12532,12,0,19,7.24,0.763,10.52,1.618,2.498,NA,NA,NA,NA
NLA12_NC-109,2012-06-04,35.14832536,-82.7166084,167.8,1.52,2.05,19.82,115,12,0.81,2,1.356,1.089,10,0.442,0.09327,0,0,19,7.15,0.969,3.328,1.594,0.747,NA,NA,NA,NA
NLA12_NC-114,2012-08-20,35.85874627,-78.66155303,265.8,4.06,56.26666667,40.8,878,116,20.96,48,3.163,2.338,30,0.847,0.16081,49,4,154,7.21,2.108,5.446,2.202,1.517,NA,NA,NA,NA
NLA12_NC-115,2012-08-11,35.22405538,-78.81547137,90.7,17.38,13.22666667,53.2,788,58,1.67,132,2.157,8.036,140,1.336,0,11,0,4,5.93,1.271,9.238,4.961,3.358,NA,NA,NA,NA
NLA12_NC-116,2012-06-06,36.12929344,-79.83690419,616.6,5.18,24.96,77.6,490,66,6.9,35,7.216,3.82,28,2.106,0.08899,4.3,0,19,7.62,2.431,9.856,3.809,1.995,NA,NA,NA,NA
NLA12_NC-116,2012-08-18,36.12929344,-79.83690419,537.6,6.46,53.02857143,66,260,29,17.46,127,6.339,2.48,42,1.781,0,10,0,0,7.29,2.73,6.902,2.641,1.155,NA,NA,NA,NA
NLA12_NC-124,2012-08-10,35.11601421,-80.26303923,848,10.55,92.016,151.6,1623,140,8.32,6,5.911,14.872,28,5.562,0.13398,22,1,3,9.29,11.18,1.865,8.599,5.102,NA,NA,NA,NA
NLA12_NC-127,2012-08-09,35.21458872,-79.40360361,98.4,3.38,7.725714286,32.3,294,19,1.2,5,1.316,5.067,22,1.043,0,6.3,0,2,6.94,1.49,1.504,1.929,0.919,NA,NA,NA,NA
NLA12_NC-134,2012-08-22,35.71052114,-78.15717765,456.6,7.13,25.44,78.5,756,45,5.16,2,4.08,7.416,22,1.908,1.14654,25,0,2,7.51,2.826,9.216,6.902,2.625,NA,NA,NA,NA
NLA12_ND-101,2012-05-30,46.09722632,-97.23724726,6294,11.77,13.44,887,1553,414,2.58,2,72.57,17.802,0,54.34,1.12003,69,0,79,8.66,25.61,6.633,39.73,161.897,NA,NA,NA,NA
NLA12_ND-101,2012-07-09,46.09722632,-97.23724726,6094,12.46,41.952,891,1978,545,11.37,13,68.66,17.737,20,54.27,1.08015,105,0,8,8.69,26.63,30.521,40.61,166.277,NA,NA,NA,NA
NLA12_ND-102,2012-06-27,48.24815308,-98.89816807,5582,16.38,59.2,1429,2750,254,14.44,0,50.79,45.045,8,65.75,2.98849,28,0,0,8.74,29.82,34.774,170.7,414.013,NA,NA,NA,NA
NLA12_ND-103,2012-07-30,47.0742784,-99.63065416,13520,24.46,19.15,1697,2085,88,5.19,0,7.46,50.559,18,137.4,0.16339,35,0,2,9.33,70.78,27.187,176.4,292.743,NA,NA,NA,NA
NLA12_ND-104,2012-06-07,47.61488972,-100.8270091,7240,10.12,41.4,832,2408,274,30.51,12,42.42,9.869,15,71.81,39.946,12,0,0,8.78,19.97,42.903,33.58,119.382,NA,NA,NA,NA
NLA12_ND-105,2012-08-22,48.03204771,-98.90839834,6932,14.45,23.92,2000,1721,328,5.29,0,74.29,104.488,22,80.89,4.65996,31,0,3,8.82,37.69,11.461,247.6,591.207,NA,NA,NA,NA
NLA12_ND-106,2012-07-05,48.327049,-100.7569373,7548,17.89,13.2,1567,1615,89,1.96,0,72.25,36.229,33,97.2,0.1664,53,0,11,8.72,19.07,11.217,155.3,476.132,NA,NA,NA,NA
NLA12_ND-107,2012-07-10,45.95348274,-99.13577087,14808,28.46,19.48,3340,3125,99,7.41,0,16.03,100.876,28,310.2,0.63414,28,0,0,9.06,105.5,21.001,370.8,1266.021,NA,NA,NA,NA
NLA12_ND-108,2012-06-18,46.36670421,-99.50350622,8524,20.52,446.4,1606,6788,603,97.74,0,23.93,21.731,54,44.66,0.39049,20,0,0,9.31,25.08,28.423,275.1,407.847,NA,NA,NA,NA
NLA12_ND-109,2012-07-24,46.89273141,-99.416505,10330,25.39,13.46666667,4010,2830,176,2.66,0,67.44,266.145,34,257.9,3.05054,95,0,2,8.8,79.58,24.464,514.9,1539.075,NA,NA,NA,NA
NLA12_ND-110,2012-06-13,47.86474239,-101.5132965,9413,23.24,6.8,4590,1956,203,5.36,0,85.88,27.013,40,219.3,0.3067,15,0,7,8.89,39.59,9.698,829.1,2298.182,NA,NA,NA,NA
NLA12_ND-112,2012-05-15,46.64003276,-99.58716111,11687,19.11,3.28,2920,1900,147,2.08,29,32.43,76.488,17,99.45,0.24161,44,0,79,8.73,67.21,22.439,551.6,950.55,NA,NA,NA,NA
NLA12_ND-113,2012-08-20,48.89570001,-99.71279981,5735,18.72,11.2,557,1689,49,1.91,0,20.9,3.263,38,62.94,0.0806,30,0,0,8.94,13.48,7.906,8.341,33.672,NA,NA,NA,NA
NLA12_ND-114,2012-07-23,46.83158041,-99.7647378,5535,10.88,17.28,747,1564,153,7.65,0,47.41,13.345,23,50.6,0.06587,53,0,2,8.4,9.714,46.454,42.15,125.173,NA,NA,NA,NA
NLA12_ND-115,2012-05-16,46.82604195,-100.6342083,5698,15.66,7.48,2790,1509,70,1.6,0,135.3,25.566,28,171.1,0.13164,13,0,0,8.43,15.17,4.127,355.5,1367.664,NA,NA,NA,NA
NLA12_ND-115,2012-06-25,46.82604195,-100.6342083,5065,17.16,55.8,2870,1808,62,27.58,0,124.2,26.407,27,176.4,0.13935,27,0,3,8.8,14.68,4.43,358.9,1439.203,NA,NA,NA,NA
NLA12_ND-118,2012-06-07,46.36786408,-99.39845029,8131,21.51,1.76,4420,2715,230,1.66,0,114.7,186.281,25,283.2,0.41561,302,0,108,8.6,83.47,48.216,600.4,2094.141,NA,NA,NA,NA
NLA12_ND-119,2012-06-28,47.73683911,-100.4387591,17993,29.36,11.64,5520,2508,840,3.05,0,26.05,157.479,22,61.52,0.38183,35,0,0,9.35,46.21,6.334,1348,1975.222,NA,NA,NA,NA
NLA12_ND-126,2012-06-19,48.74897872,-102.9425695,7234,21.68,62.8,1989,3088,751,12.89,0,91.8,35.215,37,123.3,0.11717,13,0,0,8.94,29.13,24.272,203.8,751.519,NA,NA,NA,NA
NLA12_ND-129,2012-07-27,46.71384398,-100.1527425,13679,19.09,283.2,2650,3680,839,53.57,0,24.1,46.3,21,62.02,3.74658,34,0,0,9.22,52.97,23.704,516,756.969,NA,NA,NA,NA
NLA12_ND-131,2012-08-06,46.61482047,-101.8950983,5755,10.19,2.917333333,1798,1140,36,0.93,0,84.56,13.519,20,65.47,0.11714,46,0,89,8.53,11.36,3.843,243.9,705.402,NA,NA,NA,NA
NLA12_ND-134,2012-07-10,46.02278583,-99.29204583,7297,20.25,24.4,2190,2336,302,16.12,0,85.96,76.932,25,179.9,3.16651,32,0,2,8.88,63.27,39.19,166.6,839.128,NA,NA,NA,NA
NLA12_ND-139,2012-06-12,47.90420192,-101.0598295,11278,25.53,2.732,1240,2668,131,1.67,0,39.34,11.266,36,120.5,1.2389,360,0,18,8.9,38.39,23.847,79.77,184.043,NA,NA,NA,NA
NLA12_ND-145,2012-08-06,47.08001327,-99.73058586,8959,18.14,20.36923077,772,1373,91,4.89,0,24.81,8.203,28,75.8,0.6652,18,0,0,8.75,14.83,29.9,40.17,11.967,NA,NA,NA,NA
NLA12_ND-146,2012-06-12,48.914933,-100.4334397,13142,27.86,24.96,1328,2693,128,4.27,0,35.72,21.916,56,161.5,0.09761,33,0,0,8.75,47.5,26.636,32.57,138.73,NA,NA,NA,NA
NLA12_ND-149,2012-07-25,47.06803402,-99.0799129,13163,33.74,164,2340,6200,1254,52.69,0,72.81,56.209,48,140.7,1.47175,44,0,2,9.2,102.9,27.008,255.7,693.336,NA,NA,NA,NA
NLA12_ND-151,2012-06-20,47.2749168,-100.3980476,10284,22.88,48.96,1741,3125,272,38.92,7,30.73,15.165,19,80.33,1.7753,34,0,0,8.9,32.94,32.249,251.4,453.174,NA,NA,NA,NA
NLA12_ND-155,2012-06-20,48.35144139,-102.1406782,184000,41.64,0.708,64810,5119,3590,1.98,0,3.893,298.751,32,26.02,0.87197,212,0,2117,9.71,102.9,26.324,29890,47325.202,NA,NA,NA,NA
NLA12_ND-156,2012-08-13,47.17037042,-99.24800631,8381,23.79,78.56,1533,3590,432,23.56,0,47.46,38.481,35,119.5,2.09514,21,0,0,9.02,36.89,30.133,135,437.598,NA,NA,NA,NA
NLA12_ND-160,2012-07-31,47.17341262,-99.77111166,8841,23.44,7.24,2600,1981,53,2.01,0,14.91,95.241,32,202,0.10947,22,0,0,9.85,58.55,3.208,304.6,953.027,NA,NA,NA,NA
NLA12_ND-162,2012-06-13,48.55085513,-99.92530218,9792,19.75,21.6,974,1958,88,10.77,27,20.68,6.868,20,60.56,2.3696,16,0,0,8.89,17.05,13.721,128.1,73.378,NA,NA,NA,NA
NLA12_ND-163,2012-06-14,46.54392165,-104.028258,9173,23.33,27.2,2860,1953,138,12.53,0,37.44,5.538,48,67.92,4.80321,7.3,0,0,9.08,12.2,1.511,577.6,1077.467,NA,NA,NA,NA
NLA12_ND-164,2012-07-25,47.13839584,-99.13252314,7615,19.45,39.4893617,2310,3373,333,29.14,0,62.81,44.924,32,145.4,0.60725,25,0,0,8.82,48.53,36.788,253.5,869.943,NA,NA,NA,NA
NLA12_ND-167,2012-06-28,47.3986724,-100.8114446,14536,32.43,42.576,4060,3775,322,15.57,0,54.34,75.424,37,353.2,0.3041,55,0,0,8.89,101.9,7.07,500,1834.778,NA,NA,NA,NA
NLA12_ND-172,2012-07-30,47.20188944,-99.35239064,5837,15.4,82.24,1580,2713,317,30.32,0,65.05,21.895,30,119.7,0.90428,16,0,0,8.93,23.94,39.788,134.4,598.778,NA,NA,NA,NA
NLA12_ND-173,2012-06-21,46.40002555,-99.28218473,6961,15.3,3.004,1893,1831,81,1.59,0,52.52,41.457,19,147,0.8401,563,0,23,8.62,37.4,14.254,174.7,701.956,NA,NA,NA,NA
NLA12_ND-178,2012-06-14,48.95477319,-99.83321117,5425,12.31,2.868,618,950,51,0.89,0,39.29,2.79,19,56.35,0.12086,11,0,0,8.61,11.07,18.249,10.07,73.509,NA,NA,NA,NA
NLA12_ND-186,2012-06-18,48.57418374,-103.6650787,7143,12.65,8.16,1608,1194,68,6.89,0,53.96,6.807,24,73.84,0.09689,46,0,3,8.65,12.09,6.328,224.2,523.626,NA,NA,NA,NA
NLA12_ND-187,2012-06-26,48.00697014,-101.5324187,6837,12.16,7.04,1258,1054,43,1.91,0,73.18,20.037,20,107.3,0.23839,21,0,2,8.54,16.37,20.693,54.58,356.507,NA,NA,NA,NA
NLA12_ND-190,2012-08-02,48.54728662,-99.18516789,6866,25.48,229.7142857,2720,4781,359,41.55,0,41.95,156.96,68,88.52,2.98671,27,0,0,8.94,24.8,52.09,451.5,869.167,NA,NA,NA,NA
NLA12_ND-193,2012-07-26,47.08352059,-99.22730879,7180,18.98,81.12,1248,3333,279,29.7,0,49.86,18.218,28,98.95,24.1904,22,0,2,8.89,30.52,46.972,89.13,358.644,NA,NA,NA,NA
NLA12_ND-194,2012-07-31,48.72020198,-102.1149998,4849,20.18,460.8,1022,5738,599,61.47,0,48.64,16.103,45,47.86,4.9078,30,0,0,9.37,25.73,19.052,112.2,293.8,NA,NA,NA,NA
NLA12_ND-196,2012-07-05,47.24136596,-99.83730412,13213,16.79,17.17333333,3920,1901,91,5.47,0,10.74,124.275,20,96.26,0.78444,23,0,0,8.99,46.95,23.604,803.4,1279.287,NA,NA,NA,NA
NLA12_ND-198,2012-08-01,48.87733825,-99.97954534,11229,31.06,8.4,2240,1875,78,4.82,0,42.98,15.463,35,330.7,0.1386,26,0,0,8.55,39.12,21.047,52.49,921.272,NA,NA,NA,NA
NLA12_ND-199,2012-08-22,47.848299,-100.278256,13497,26.81,6.24,5730,2515,61,1.6,0,16.59,109.335,29,382,2.97502,27,0,0,9.17,87.13,9.472,937.4,2696.596,NA,NA,NA,NA
NLA12_ND-202,2012-08-02,48.6652108,-103.0632567,21209,43.14,39.2,2270,4213,67,4.06,0,17.05,129.415,36,178.1,0.16962,30,0,0,8.88,125.6,20.96,222,134.47,NA,NA,NA,NA
NLA12_ND-R17,2012-09-20,46.74569439,-99.49689806,21751,24.46,27.867,13170,2395,70,1.9,0,25.38,684.265,21,381.8,5.0504,65,0,0,8.98,237.6,0.249,2976,6202.822,NA,NA,NA,NA
NLA12_ND-R18,2012-09-20,47.12915154,-99.62037746,6507,7.22,20.4,696,1236,98,4.49,0,13.37,8.187,8,76.91,3.7321,10,0,2,8.83,13.26,13.156,31.81,67.631,NA,NA,NA,NA
NLA12_NE-101,2012-07-22,40.06311139,-99.29220135,4041,5.85,27.36,667,923,219,8.08,5,53.5,37.995,9,23.48,1.01186,28,0,15,8.73,19.47,17.206,42.98,89.49,NA,NA,NA,NA
NLA12_NE-101,2012-08-26,40.06311139,-99.29220135,4196,5.72,16.64,692,993,267,12.35,0,57.29,39.048,11,24.86,0.10224,10,0,208,8.48,20.86,16.126,46.92,91.503,NA,NA,NA,NA
NLA12_NE-102,2012-08-18,42.53266913,-100.5913352,8625,51.01,182.6666667,792,7750,498,23.63,4,38.43,7.812,59,31.94,0.91381,37,0,0,8.83,78.21,2.603,64.35,0.255,NA,NA,NA,NA
NLA12_NE-103,2012-07-19,40.36174467,-100.7041992,4724,4.65,32.26666667,521,1058,310,48.02,0,51.4,10.224,12,20.24,0.06594,13,0,0,8.62,19.3,42.201,22.5,37.91,NA,NA,NA,NA
NLA12_NE-104,2012-07-23,41.76432182,-98.65979155,1738,4.95,157.86,172.3,2304,237,15.21,5,21.76,0.837,15,3.957,0.17042,26,2,12,9.1,5.816,52.895,6.015,3.049,NA,NA,NA,NA
NLA12_NE-105,2012-08-17,42.50469691,-100.5300766,5454,27.8,48.467,505,3663,450,7,0,39.33,4.874,33,14.71,3.93429,26,0,0,9.23,44.84,70.124,40.87,0.0263,NA,NA,NA,NA
NLA12_NE-106,2012-07-23,41.03542015,-96.83772744,2413,8.11,98.66666667,283,1905,144,21.24,0,16.21,5.946,12,15.39,1.29929,28,0,0,9,8.541,4.669,17.15,18.825,NA,NA,NA,NA
NLA12_NE-107,2012-08-08,41.7876174,-102.5218866,10347,42.15,28,1048,4450,277,6.91,0,17.47,20.46,68,46.82,0.15962,51,0,0,9.32,55.22,30.7,148.4,52.979,NA,NA,NA,NA
NLA12_NE-108,2012-08-17,42.45261113,-100.6479949,2201,15.77,269.3333333,201,6225,673,45.54,28,26.27,1.428,31,3.633,13.33645,24,0,0,9.26,10.14,16.236,8.139,0.0304,NA,NA,NA,NA
NLA12_NE-109,2012-07-20,41.03740677,-100.7757749,3381,4.82,12.01333333,715,723,59,6.78,2,50.93,18.691,10,19.25,0.09793,34,0,168,8.42,8.472,18.265,71.85,185.471,NA,NA,NA,NA
NLA12_NE-110,2012-07-24,40.32809914,-96.53200107,5196,21.96,257.6,545,4163,1399,52.23,22,43.27,9.932,55,11.38,0.6617,83,0,0,9.24,12.02,1.285,65.72,31.231,NA,NA,NA,NA
NLA12_NE-111,2012-08-10,41.95667791,-103.5261925,2907,8.44,7.428571429,682,838,140,5.21,7,38.29,17.032,15,22.26,0,10,0,0,8.32,9.915,35.489,68.11,180.604,NA,NA,NA,NA
NLA12_NE-112,2012-08-12,42.92365358,-102.0414043,2283,23.96,5.28,346,1905,128,1.5,0,18.06,2.221,30,8.094,0.06255,24,0,2,9.12,17.34,45.573,39.24,49,NA,NA,NA,NA
NLA12_NE-113,2012-08-19,42.26770048,-99.24832415,7431,50.62,120.8,709,5600,268,38.36,82,29.56,15.177,60,25.69,16.43405,38,0,0,8.92,49.78,3.604,82.44,2.387,NA,NA,NA,NA
NLA12_NE-114,2012-07-22,41.32198742,-98.90067497,2037,1.78,5.82,213,330,241,37.17,0,27.86,1.253,12,3.715,0.02811,43,0,36,8.41,6.563,56.626,7.325,8.793,NA,NA,NA,NA
NLA12_NE-121,2012-08-15,42.51739225,-100.5028037,6165,48.76,218.6666667,621,8475,374,43.21,4,32.13,9.385,68,20.07,5.7702,57,0,0,8.92,61.54,11.305,53.91,0.0765,NA,NA,NA,NA
NLA12_NE-125,2012-08-14,42.55808515,-100.5237021,12416,62.51,212,1196,9088,455,35.12,0,17.71,27.721,68,38.42,0.09282,49,0,0,9.07,125.5,18.185,151.6,3.062,NA,NA,NA,NA
NLA12_NE-127,2012-08-22,42.0197906,-102.436373,203857,311.56,19.73333333,22590,17400,566,12.69,0,2.548,643.977,48,0.617,0.0924,27,0,0,9.67,3376,155.947,4339,2752.367,NA,NA,NA,NA
NLA12_NE-129,2012-07-25,41.38619711,-96.48110256,2582,4.64,160.64,507,2109,225,17.01,0,32.32,20.743,25,15.65,1.20324,10,0,2,8.56,10.3,47.049,43.88,92.261,NA,NA,NA,NA
NLA12_NE-129,2012-08-28,41.38619711,-96.48110256,2649,4.88,160.32,478,2308,260,14.73,0,30.28,19.825,15,15.02,0.53688,9.4,0,2,8.63,10.61,45.29,44.48,78.342,NA,NA,NA,NA
NLA12_NE-133,2012-07-24,42.10977927,-98.56233501,2400,24.11,2.66,276,1999,96,1.1,16,10.09,4.919,30,3.525,0.21436,44,0,0,10.26,12.74,41.967,38.15,1.035,NA,NA,NA,NA
NLA12_NE-135,2012-08-21,41.92340362,-102.3884007,163429,515.81,233.6,16270,51313,3636,158.1,3,3.565,408.23,260,0.406,0.10619,84,0,0,9.57,2540,254.687,2679,597.667,NA,NA,NA,NA
NLA12_NE-149,2012-08-24,40.94645984,-100.2425074,3189,12.07,248,647,4500,421,30.63,0,18.62,20.124,33,17.94,0.62798,22,0,0,9.45,30.16,66.577,83.51,133.126,NA,NA,NA,NA
NLA12_NE-154,2012-08-26,40.57928385,-96.84481374,2386,12.56,114.9333333,246,3513,873,28.76,10,27.67,5.42,28,6.308,0.47046,640,0,5,8.88,9.853,14.588,11.54,2.891,NA,NA,NA,NA
NLA12_NE-156,2012-08-24,42.35166617,-101.2441503,3443,37.5,424,324,12875,1156,71.33,0,21.33,4.305,55,6.849,3.3608,37,0,0,9.64,32.1,101.652,29.78,0.0304,NA,NA,NA,NA
NLA12_NE-157,2012-08-29,41.09244722,-96.35328376,1995,4.27,15.76,416,691,47,2.55,0,28.8,13.918,15,13.22,0.07026,9,0,2,8.82,8.68,6.641,35.84,82.456,NA,NA,NA,NA
NLA12_NE-158,2012-08-30,40.16908467,-96.83069073,1793,8.55,5.48,264,2396,697,145.57,0,26.17,4.65,26,6.756,0.07323,15,0,1503,8.21,14.38,18.353,10.58,26.398,NA,NA,NA,NA
NLA12_NE-160,2012-08-23,41.93354662,-103.4942217,3069,6.01,21.37142857,603,616,81,4.09,0,59.42,11.361,8,18.51,0.16286,8,0,0,8.53,4.818,16.585,46.7,140.587,NA,NA,NA,NA
NLA12_NE-166,2012-08-25,40.72029355,-99.69727541,3358,6.37,24.1,736,900,104,3.54,0,44.96,33.113,21,18.62,0,9.4,0,0,8.38,9.201,34.82,88.9,151.48,NA,NA,NA,NA
NLA12_NE-170,2012-08-27,40.76510679,-96.85405546,1954,12.25,248.76,445,4025.0000000000005,319,56.14,77,21.87,27.237,35,19.41,4.56249,28,0,0,9.36,11.2,5.512,36.21,80.542,NA,NA,NA,NA
NLA12_NH-101,2012-06-19,43.83668383,-71.09323178,172.8,2.95,2.344,45.6,145,22,0.64,42,3.088,4.657,27,0.535,0.0828,6.6,0,8,7.14,0.457,7.263,4.805,1.971,NA,NA,NA,NA
NLA12_NH-101,2012-07-24,43.83668383,-71.09323178,247.6,2.56,2.896,55.2,254,20,0.59,15,3.697,6.715,19,0.739,0,11,0,3,7.33,0.629,7.309,4.962,2.655,NA,NA,NA,NA
NLA12_NH-102,2012-07-11,44.84033593,-71.13438995,117.1,6.83,5.408,19.78,388,20,1.44,56,2.214,0.215,42,0.526,0,7.6,0,4,6.96,0.288,5.1,0.858,2.168,NA,NA,NA,NA
NLA12_NH-103,2012-06-28,43.53695021,-71.5109902,199.8,2.21,1.74,80.9,133,6,0.31,0,3.784,15.044,12,0.712,0.12133,6.5,0,2,7.36,0.712,1.711,9.656,3.463,NA,NA,NA,NA
NLA12_NH-104,2012-06-14,43.14263278,-72.08689779,76.8,5.43,3.948,25.4,225,18,0.84,112,1.662,2.514,46,0.366,0.09506,8.6,0,3,6.7,0.36,3.671,2.437,2.691,NA,NA,NA,NA
NLA12_NH-105,2012-06-26,42.7329984,-72.10333954,68.5,6.48,3.8,44.5,414,27,0.73,114,1.61,8.464,58,0.378,0,15,0,4,6.48,0.393,1.107,6.009,2.455,NA,NA,NA,NA
NLA12_NH-107,2012-07-31,42.94554682,-71.23683903,563.9,7.03,6.192,128.3,450,18,1.63,13,9.555,18.813,62,1.388,0.09047,51,1,6,7.78,1.548,1.085,12.62,4.029,NA,NA,NA,NA
NLA12_NH-108,2012-06-12,43.36765664,-71.24468602,137.2,5.49,3.368,64,266,27,1.09,48,2.708,11.793,37,0.805,0.08974,25,0,2,7,0.481,4.687,8.083,2.993,NA,NA,NA,NA
NLA12_NH-109,2012-07-19,42.99011487,-72.07432508,48.4,1.94,0.6112,15.8,125,7,0.26,6,1.017,0.552,14,0.347,0.02434,21,0,0,6.63,0.354,3.586,0.996,3.403,NA,NA,NA,NA
NLA12_NH-111,2012-07-17,43.38482901,-70.98609163,220.4,4.11,3.48,74.9,239,13,1.1,8,3.798,13.549,22,0.719,0,14,0,2,7.33,0.504,3.906,8.927,2.347,NA,NA,NA,NA
NLA12_NH-112,2012-06-21,42.73918269,-71.9370297,51.8,3.86,2.24,19.78,159,15,0.53,52,1.329,1.385,25,0.277,0.15929,3.7,0,3,6.62,0.207,3.685,1.739,2.857,NA,NA,NA,NA
NLA12_NH-112,2012-07-26,42.73918269,-71.9370297,89.9,3.55,2.152,20.4,196,11,0.36,12,1.313,1.466,22,0.289,0.13025,8.7,0,3,6.69,0.265,2.012,1.835,2.661,NA,NA,NA,NA
NLA12_NH-115,2012-08-07,43.80812429,-71.11845765,140.7,3.4,1.984,55.1,248,12,0.5,8,1.768,10.65,22,0.326,0.07751,7.3,0,2,7.07,0.512,1.744,7.661,2.318,NA,NA,NA,NA
