SITE_ID,sampledate,LAT_DD,LON_DD,Alkalinity,"Carbon, dissolved organic",Chlorophyll a,Conductivity,"Nitrogen, total","Phosphorus, total",Turbidity,"Aluminum, dissolved","Calcium, dissolved","Chloride, dissolved","Color, true","Magnesium, dissolved",Microcystin,"Nitrogen, NH4","Nitrogen, nitrite (NO2)","Nitrogen, nitrite (NO2) + nitrate (NO3)","pH, field or closed",Potassium,"Silica, dissolved",Sodium,"Sulfate, dissolved","Solids, total suspended","Carbon, total organic","Atrazine, dissolved","Nitrogen, total Kjeldahl"
NLA06608-0105,2007-09-12,38.2350209,-112.2015025,4333.6,3.27,22.4,482,433,134,41.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0107,2007-06-25,41.65016117,-85.08175821,1940.2,7.05,2.32,209,520,3,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0110,2007-07-31,46.86973364,-95.72856324,2677.4,5.81,1.77,260,491,12,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0111,2007-08-01,41.13540548,-81.13692241,1435.5,3.79,3.26,395,343,6,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0112,2007-07-09,39.01266111,-89.14408234,1416.8,6.87,84.76,195,1266,96,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0113,2007-07-16,44.71864202,-72.23412171,1200.9,3.76,4.69,130,190,9,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0115,2007-07-18,44.32355428,-89.19099056,3224.3,2.65,1.35,324,540,5,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0116,2007-06-28,35.66653924,-106.3013899,2142.8,3.87,2.82,354,271,26,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0120,2007-06-18,36.16292985,-96.36834536,2000.9,5,2.54,570,1174,315,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0120,2007-09-26,36.16292985,-96.36834536,2547.1,4.29,1.78,915,1256,180,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0124,2007-07-19,42.14001905,-101.8094915,84611.2,290.57,31.59,7382,340,213,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0126,2007-06-21,47.19305824,-99.32424356,8389.6,31.03,228.24,1482,5728,502,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0126,2007-08-28,47.19305824,-99.32424356,8080.5,37.58,381.6,1494,7019,609,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0127,2007-07-11,34.15364617,-109.3063643,5466.2,11,5.92,508,641,19,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0128,2007-06-21,48.75289143,-109.2416928,2798.2,15.87,0.46,518,1356,76,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0128,2007-08-25,48.75289143,-109.2416928,4175.5,18.58,271.44,615,3956,480,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0129,2007-07-21,48.21240982,-114.5994561,2582.3,2.53,0.43,244,108,5,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0129,2007-09-16,48.21240982,-114.5994561,2535.5,2.57,0.66,250,150,1,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0130,2007-08-13,31.40138437,-111.0870104,1233.9,10.24,12.91,159,2234,36,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0132,2007-08-28,36.20871918,-109.0936327,3341.6,5.96,8.11,352,466,56,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0134,2007-07-24,41.88000298,-73.04056323,202.3,2.21,1.58,58,156,4,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0137,2007-09-17,38.14855815,-119.3636363,431.2,0.9,1.33,56,82,3,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0139,2007-07-11,41.17205162,-85.93794192,3840.3,8.21,12.8,497,763,33,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0140,2007-06-20,39.639176,-95.45270584,2583.7,7.53,52.56,277,1158,173,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0141,2007-08-23,39.41622694,-75.68870871,1406.8,3.4,110.16,215,975,73,9.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0142,2007-08-13,45.997911619999996,-89.54369029,901.6,3.84,1.36,102,293,7,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0144,2007-08-02,33.39525121,-99.39138265,2717.4,6.29,22.25,406,898,69,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0144,2007-09-13,33.39525121,-99.39138265,2854.2,5.81,5.83,433,751,68,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0148,2007-07-26,39.34860511,-86.1080157,1902.5,3.57,1.87,252,342,16,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0149,2007-07-18,41.63340269,-76.84081042,532.2,3.49,4.18,118,220,12,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0150,2007-08-02,44.84955975,-69.2311707,777.6,4.27,8.22,104,366,16,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0152,2007-07-17,34.59440722,-97.68636485,3297,5.35,5.2,474,521,21,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0153,2007-08-30,37.21418362,-78.62538711,736.2,2.91,10.4,95,656,34,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0155,2007-07-31,42.37328848,-88.12714851,3833.4,11.98,79.8,938,1520,114,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0158,2007-09-05,45.88100581,-91.24994528,595.5,3.81,3.14,72,651,16,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0161,2007-08-15,28.1024337,-82.72114525,1494.1,10.72,39,768,1069,30,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0162,2007-08-28,42.73356694,-72.10321054,25.3,5.03,2.56,52,244,14,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0167,2007-07-23,44.9419591,-94.03191284,4186.3,27.33,936,1523,15625,1184,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0167,2007-08-29,44.9419591,-94.03191284,4547.6,18.94,643.68,1491,14450,1061,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0168,2007-06-13,37.75822313,-94.85392322,1853.4,6.56,21.76,212,866,61,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0169,2007-07-05,38.51725431,-111.5318192,1979.8,2.96,2.59,192,353,33,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0169,2007-09-13,38.51725431,-111.5318192,2088.7,2.32,26.35,216,726,95,9.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0170,2007-09-21,43.9911006,-86.10688883,2069.2,6.94,1.44,239,780,8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0173,2007-07-11,33.07333126,-115.5092281,2278.5,12.72,70.4,3526,2218,57,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0174,2007-07-25,46.25212358,-96.0363618,5940.5,8.82,6.75,642,1002,19,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0174,2007-08-28,46.25212358,-96.0363618,6014.8,8.63,6.03,663,803,13,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0175,2007-08-30,39.68102041,-84.68705386,2808.1,4,19.68,365,698,55,5.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0176,2007-09-07,35.14239477,-90.45779851,4900.5,5.64,25.76,510,848,207,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0177,2007-08-22,43.89203643,-73.05232335,443.6,3.59,3.58,56,177,6,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0179,2007-06-04,44.36456222,-101.0545158,3501.2,55.21,18.4,12710,5181,209,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0179,2007-08-29,44.36456222,-101.0545158,4412,78.68,104.4,16900,8013,263,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0180,2007-08-29,34.51894059,-98.88132868,2539.2,5.9,30.62,285,721,61,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0181,2007-09-20,37.78861101,-119.0740544,2707.1,5.06,1.38,303,514,6,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0183,2007-07-25,45.32624711,-92.42496232,2076.4,3.73,30.1,245,907,68,7.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0184,2007-06-15,38.83461964,-94.74900513,2997.7,4.65,40.75,447,1049,100,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0185,2007-08-14,41.11130456,-75.45750462,186.2,4.01,3.13,124,284,9,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0189,2007-06-11,40.02942387,-80.57939847,2582.8,3.81,32.26,397,871,77,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0189,2007-07-10,40.02942387,-80.57939847,2807.9,4.03,47.23,441,648,65,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0190,2007-08-14,47.67254307,-93.75949137,724.4,10.52,5.17,76,666,16,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0191,2007-07-21,35.16783478,-83.66709127,105.4,1.05,1.13,16,48,1,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0193,2007-07-11,48.70438576,-121.1758404,414.8,1.07,0.3,53,71,3,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0195,2007-06-12,46.89197546,-99.08101063,3927.1,16.66,15.55,1120,1955,447,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0196,2007-06-21,38.77692521,-88.06164584,1091.6,6.35,31.4,170,1250,94,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0198,2007-07-24,41.71307603,-70.08954132,67.3,1.99,10.67,106,353,25,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0201,2007-09-18,39.11225012,-120.4416484,226.7,1.47,0.8,27,40,3,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0203,2007-08-02,34.00633269,-87.31609868,282.8,1.71,0.77,55,239,1,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0204,2007-09-12,35.43592446,-99.24197456,3494.3,7.26,68.85,422,1355,125,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0207,2007-07-18,32.60301252,-84.81807605,223.5,4.15,6.52,45,384,14,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0207,2007-09-05,32.60301252,-84.81807605,222.6,4.07,7.79,46,419,18,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0208,2007-09-06,35.58384499,-90.96329594,857.1,5.12,65.6,125,1687,162,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0209,2007-07-19,47.57601003,-122.0836788,821.2,2.65,2.41,108,205,4,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0209,2007-09-27,47.57601003,-122.0836788,852.8,2.51,4.11,107,201,6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0211,2007-08-07,47.46534213,-95.76982211,3256.2,16.91,9.07,327,1340,42,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0212,2007-07-12,39.02766863,-86.46847503,601.8,3,4.36,131,88,8,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0215,2007-08-22,45.2593824,-94.96441345,3368.3,7.95,58.46,389,1463,83,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0216,2007-07-06,40.3285507,-96.52877618,2846.4,10.93,19.2,330,1367,619,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0217,2007-06-24,36.15288306,-79.1460479,507.5,7.1,17.6,78,508,6,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0219,2007-08-01,41.40043649,-85.37102925,2458.9,10.91,55.58,384,1826,36,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0220,2007-08-02,42.50465482,-100.5303638,13545,114.54,871.2,1376,22613,872,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0221,2007-06-28,37.29913592,-76.82122952,1777.4,6.11,31.68,191,594,38,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0222,2007-06-27,48.40689317,-102.9398075,8952.1,22.93,38.74,1705,2008,114,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0223,2007-06-27,33.58413004,-84.20752986,602.8,3.09,21.92,81,569,45,7.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0223,2007-08-29,33.58413004,-84.20752986,673.6,3.38,60.91,90,705,44,8.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0224,2007-07-19,37.64783657,-90.58984208,597.8,3.38,1.88,176,283,14,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0224,2007-09-23,37.64783657,-90.58984208,615.2,3.61,2.74,175,385,7,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0225,2007-07-11,47.48039976,-112.5389845,3013.7,3.05,0.88,347,130,4,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0225,2007-08-24,47.48039976,-112.5389845,3045.4,3.2,1.67,369,506,46,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0226,2007-07-09,43.19952563,-71.24740864,77,3.69,5.89,51,328,8,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0228,2007-06-26,38.06219707,-103.6093941,2979.5,5.28,1.43,802,408,25,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0228,2007-08-06,38.06219707,-103.6093941,3327.1,5.77,17.42,851,710,96,9.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0229,2007-09-13,43.95295544,-74.449008,98.7,4.23,3.6,39,219,4,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0234,2007-08-23,43.21855689,-85.46799659,1346.3,6.21,4.78,272,584,14,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0235,2007-07-16,41.3229061,-85.75477789,3277,7.8,7.8,443,626,8,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0237,2007-06-26,38.38849036,-115.1177953,5223.3,5.58,1.86,643,678,23,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0237,2007-07-17,38.38849036,-115.1177953,5565.2,6.25,4.23,685,588,25,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0238,2007-07-11,46.57881675,-94.17531685,2278.6,3.17,2.98,224,265,7,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0239,2007-07-24,35.01895093,-85.55980719,1361.6,2.07,2.66,194,383,36,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0240,2007-07-25,48.47756954,-107.5902123,3488.9,5.02,2.1,553,396,14,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0241,2007-08-15,42.29154287,-111.7292621,5870.1,3.18,9.74,826,774,80,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0242,2007-08-02,41.56832304,-71.91051169,142.7,4.74,2.87,62,300,20,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0243,2007-07-18,44.73647289,-100.7421974,3325.2,3.31,1.82,658,203,7,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0244,2007-06-20,33.73938795,-99.23199838,1988.6,4.66,6,4505,436,15,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0245,2007-07-24,38.36396781,-122.1300516,2335.8,3.75,2.66,374,329,11,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0247,2007-07-17,43.53474213,-96.96004,3287.2,12.69,55.8,1652,1625,202,7.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0253,2007-08-08,32.47736836,-81.83068716,453.8,13.05,32.54,122,968,127,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0254,2007-06-21,47.96678307,-99.09494995,7570,16.3,49.6,1655,2816,175,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0255,2007-08-07,35.94835771,-85.31930179,498.5,4.19,2.44,86,276,4,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0257,2007-07-18,48.54139505,-115.2253416,1906,1.67,1.15,218,79,1,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0259,2007-06-14,46.37421211,-98.99123974,5542.7,21.94,48.24,1154,3172,613,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0260,2007-08-30,36.67343618,-106.6907196,1361.7,2.44,1.27,203,136,8,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0268,2007-09-10,35.50848975,-96.32121976,1101.4,7.21,7.7,183,464,20,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0271,2007-06-27,40.47787067,-83.87906608,3451.8,5.59,30.04,418,857,99,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0275,2007-06-21,46.27199075,-99.38087643,11891.1,26.13,6.72,4584,3084,331,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0276,2007-08-07,38.77637097,-105.0043919,128,2.02,1.98,34,254,7,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0277,2007-07-20,42.6781739,-113.4006122,3395.3,2.33,12.93,471,451,117,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0279,2007-08-08,44.19244227,-93.8978566,2332.7,18.8,126.27,313,4600,239,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0280,2007-07-25,32.08989492,-95.89426355,729.7,15.41,20.95,111,1229,81,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0281,2007-06-20,35.49457482,-80.57559837,914.6,5.36,25.1,131,639,44,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0283,2007-07-09,32.51233098,-87.85257456,1194.6,2.39,9.86,383,381,33,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0284,2007-07-30,34.9138437,-98.73027981,4791.9,4.37,20.8,869,865,79,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0285,2007-07-24,38.55948746,-75.56227311,667.2,3.67,35.28,151,4222,138,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0286,2007-08-08,46.15225085,-88.82970363,41.8,4.46,2.22,22,413,5,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0290,2007-07-11,42.19565154,-120.5256858,1404.9,5.54,4.3,142,273,178,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0290,2007-09-10,42.19565154,-120.5256858,1787.7,5.94,15.6,184,1231,629,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0291,2007-07-11,43.81382063,-88.99784821,3590.7,4.33,3.62,496,553,13,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0293,2007-07-25,41.38426053,-73.50316356,1883.1,4.31,21.89,341,759,30,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0294,2007-06-26,44.95223074,-72.11517323,2402.8,2.33,2.34,311,343,1,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0295,2007-06-26,45.18747233,-97.63176411,5969.5,17.18,5.73,1240,2026,242,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0297,2007-07-24,33.84097049,-81.67207159,113,5.83,14.13,49,587,31,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
